MANDT,PERNR,ENDDA,BEGDA,LGART,BETRG,WAESSION
100,00000047,99991231,20230909,0002,2836.28,EUR
100,00000048,99991231,20241127,0003,2855.9,EUR
100,00000049,99991231,20241122,0004,3082.21,EUR
100,00000050,99991231,20220210,0005,2098.23,EUR
100,00000051,99991231,20220322,0001,2091.0,EUR
100,00000052,99991231,20230421,0002,3152.34,EUR
100,00000053,99991231,20221028,0003,4732.71,EUR
100,00000054,99991231,20231124,0004,4481.54,EUR
100,00000055,99991231,20230808,0005,3410.16,EUR
100,00000056,99991231,20240221,0001,1530.64,EUR
100,00000057,99991231,20220926,0002,219.11,EUR
100,00000058,99991231,20231110,0003,4043.21,EUR
100,00000059,99991231,20221114,0004,4166.43,EUR
100,00000060,99991231,20220721,0005,230.91,EUR
100,00000061,99991231,20230109,0001,1485.35,EUR
100,00000062,99991231,20230710,0002,3866.84,EUR
100,00000063,99991231,20231010,0003,1320.95,EUR
100,00000064,99991231,20230722,0004,216.57,EUR
100,00000065,99991231,20240226,0005,721.4,EUR
100,00000066,99991231,20230923,0001,2864.48,EUR
100,00000067,99991231,20220404,0002,1969.89,EUR
100,00000068,99991231,20240830,0003,4069.16,EUR
100,00000069,99991231,20220922,0004,2593.93,EUR
100,00000070,99991231,20230409,0005,1602.4,EUR
100,00000071,99991231,20220521,0001,2519.22,EUR
100,00000072,99991231,20240716,0002,3919.53,EUR
100,00000073,99991231,20240629,0003,2640.23,EUR
100,00000074,99991231,20230122,0004,3765.13,EUR
100,00000075,99991231,20230526,0005,1783.97,EUR
100,00000076,99991231,20240111,0001,4612.07,EUR
100,00000077,99991231,20220228,0002,3121.63,EUR
100,00000078,99991231,20240718,0003,1701.86,EUR
100,00000079,99991231,20220218,0004,2526.08,EUR
100,00000080,99991231,20220924,0005,1967.41,EUR
100,00000081,99991231,20220209,0001,3214.01,EUR
100,00000082,99991231,20241130,0002,4190.37,EUR
100,00000083,99991231,20220320,0003,1160.18,EUR
100,00000084,99991231,20220727,0004,1017.84,EUR
100,00000085,99991231,20220906,0005,1606.3,EUR
100,00000086,99991231,20241119,0001,378.77,EUR
100,00000087,99991231,20220729,0002,708.65,EUR
100,00000088,99991231,20240402,0003,3746.23,EUR
100,00000089,99991231,20230527,0004,3544.7,EUR
100,00000090,99991231,20240301,0005,1490.59,EUR
100,00000091,99991231,20230623,0001,4708.83,EUR
100,00000092,99991231,20220228,0002,2093.66,EUR
100,00000093,99991231,20230810,0003,4084.36,EUR
100,00000094,99991231,20230327,0004,1643.64,EUR
100,00000095,99991231,20240923,0005,2580.6,EUR
100,00000096,99991231,20230521,0001,1001.24,EUR
100,00000097,99991231,20240826,0002,1526.19,EUR
100,00000098,99991231,20231030,0003,3536.96,EUR
100,00000099,99991231,20230310,0004,2021.21,EUR
100,00000100,99991231,20230428,0005,1128.62,EUR
100,00000101,99991231,20220506,0001,3681.84,EUR
100,00000102,99991231,20230812,0002,3658.97,EUR
100,00000103,99991231,20221014,0003,924.44,EUR
100,00000104,99991231,20240913,0004,2370.83,EUR
100,00000105,99991231,20240624,0005,2242.2,EUR
100,00000106,99991231,20220704,0001,3541.61,EUR
100,00000107,99991231,20240809,0002,970.0,EUR
100,00000108,99991231,20230527,0003,1654.58,EUR
100,00000109,99991231,20220424,0004,877.93,EUR
100,00000110,99991231,20220601,0005,705.67,EUR
100,00000111,99991231,20220719,0001,1116.79,EUR
100,00000112,99991231,20220628,0002,1693.46,EUR
100,00000113,99991231,20230624,0003,3582.43,EUR
100,00000114,99991231,20241204,0004,3857.25,EUR
100,00000115,99991231,20230602,0005,1671.29,EUR
100,00000116,99991231,20230706,0001,4423.45,EUR
100,00000117,99991231,20241021,0002,2218.55,EUR
100,00000118,99991231,20231021,0003,487.21,EUR
100,00000119,99991231,20230813,0004,4581.22,EUR
100,00000120,99991231,20220512,0005,3702.73,EUR
100,00000121,99991231,20240219,0001,779.47,EUR
100,00000122,99991231,20230608,0002,538.42,EUR
100,00000123,99991231,20241127,0003,4739.81,EUR
100,00000124,99991231,20220919,0004,1593.14,EUR
100,00000125,99991231,20220914,0005,276.0,EUR
100,00000126,99991231,20231230,0001,2008.32,EUR
100,00000127,99991231,20240410,0002,4499.53,EUR
100,00000128,99991231,20230921,0003,4518.53,EUR
100,00000129,99991231,20230607,0004,615.19,EUR
100,00000130,99991231,20230731,0005,1568.91,EUR
100,00000131,99991231,20230704,0001,2706.34,EUR
100,00000132,99991231,20240927,0002,2131.73,EUR
100,00000133,99991231,20221116,0003,1420.3,EUR
100,00000134,99991231,20230128,0004,609.11,EUR
100,00000135,99991231,20240305,0005,3565.04,EUR
100,00000136,99991231,20240809,0001,3149.27,EUR
100,00000137,99991231,20220819,0002,4575.6,EUR
100,00000138,99991231,20220616,0003,3753.77,EUR
100,00000139,99991231,20240406,0004,4755.14,EUR
100,00000140,99991231,20220604,0005,2492.19,EUR
100,00000141,99991231,20230731,0001,3075.88,EUR
100,00000142,99991231,20240324,0002,2596.16,EUR
100,00000143,99991231,20240308,0003,2261.37,EUR
100,00000144,99991231,20230724,0004,153.22,EUR
100,00000145,99991231,20221125,0005,3221.55,EUR
100,00000146,99991231,20241126,0001,4995.93,EUR
100,00000147,99991231,20220305,0002,2947.6,EUR
100,00000148,99991231,20220706,0003,4200.82,EUR
100,00000149,99991231,20221224,0004,4594.03,EUR
100,00000150,99991231,20240412,0005,3537.67,EUR
100,00000151,99991231,20221206,0001,3763.93,EUR
100,00000152,99991231,20220331,0002,4564.74,EUR
100,00000153,99991231,20230418,0003,1743.57,EUR
100,00000154,99991231,20221103,0004,2045.11,EUR
100,00000155,99991231,20220703,0005,863.75,EUR
100,00000156,99991231,20240508,0001,1120.43,EUR
100,00000157,99991231,20220426,0002,2881.4,EUR
100,00000158,99991231,20240306,0003,1541.94,EUR
100,00000159,99991231,20240730,0004,2605.21,EUR
100,00000160,99991231,20220911,0005,4659.82,EUR
100,00000161,99991231,20240507,0001,4724.2,EUR
100,00000162,99991231,20230521,0002,349.97,EUR
100,00000163,99991231,20220225,0003,2391.67,EUR
100,00000164,99991231,20240526,0004,4605.81,EUR
100,00000165,99991231,20230605,0005,4113.9,EUR
100,00000166,99991231,20221025,0001,3832.28,EUR
100,00000167,99991231,20220211,0002,1695.63,EUR
100,00000168,99991231,20240719,0003,1514.16,EUR
100,00000169,99991231,20220109,0004,133.94,EUR
100,00000170,99991231,20221029,0005,3449.38,EUR
100,00000171,99991231,20240927,0001,1181.41,EUR
100,00000172,99991231,20240103,0002,3612.68,EUR
100,00000173,99991231,20230826,0003,3626.32,EUR
100,00000174,99991231,20220207,0004,4151.65,EUR
100,00000175,99991231,20240328,0005,4759.69,EUR
100,00000176,99991231,20230220,0001,753.62,EUR
100,00000177,99991231,20240521,0002,240.85,EUR
100,00000178,99991231,20220606,0003,1028.63,EUR
100,00000179,99991231,20221226,0004,1762.69,EUR
100,00000180,99991231,20240922,0005,505.36,EUR
100,00000181,99991231,20231230,0001,1828.14,EUR
100,00000182,99991231,20220423,0002,1003.82,EUR
100,00000183,99991231,20230908,0003,4547.86,EUR
100,00000184,99991231,20231229,0004,3031.98,EUR
100,00000185,99991231,20230728,0005,3392.22,EUR
100,00000186,99991231,20241111,0001,4040.92,EUR
100,00000187,99991231,20231225,0002,2335.53,EUR
100,00000188,99991231,20220420,0003,4950.67,EUR
100,00000189,99991231,20230625,0004,126.09,EUR
100,00000190,99991231,20241006,0005,1681.96,EUR
100,00000191,99991231,20240327,0001,748.29,EUR
100,00000192,99991231,20240911,0002,2570.53,EUR
100,00000193,99991231,20230420,0003,3710.5,EUR
100,00000194,99991231,20240213,0004,4755.4,EUR
100,00000195,99991231,20230831,0005,1728.81,EUR
100,00000196,99991231,20220829,0001,4436.53,EUR
100,00000197,99991231,20221109,0002,3134.7,EUR
100,00000198,99991231,20220803,0003,2178.23,EUR
100,00000199,99991231,20220712,0004,1859.83,EUR
100,00000200,99991231,20240225,0005,1496.48,EUR
100,00000201,99991231,20231014,0001,4780.56,EUR
100,00000202,99991231,20220718,0002,966.81,EUR
100,00000203,99991231,20230726,0003,1586.99,EUR
100,00000204,99991231,20240328,0004,4554.97,EUR
100,00000205,99991231,20220205,0005,1523.83,EUR
100,00000206,99991231,20240304,0001,3631.61,EUR
100,00000207,99991231,20230425,0002,2643.09,EUR
100,00000208,99991231,20221223,0003,4839.45,EUR
100,00000209,99991231,20231204,0004,375.12,EUR
100,00000210,99991231,20220531,0005,120.38,EUR
100,00000211,99991231,20221216,0001,3242.0,EUR
100,00000212,99991231,20240701,0002,3733.24,EUR
100,00000213,99991231,20231228,0003,4307.45,EUR
100,00000214,99991231,20240727,0004,1508.57,EUR
100,00000215,99991231,20220111,0005,3456.66,EUR
100,00000216,99991231,20241006,0001,3942.54,EUR
100,00000217,99991231,20230621,0002,2831.18,EUR
100,00000218,99991231,20241227,0003,3222.61,EUR
100,00000219,99991231,20231124,0004,116.97,EUR
100,00000220,99991231,20240205,0005,3898.01,EUR
100,00000221,99991231,20230714,0001,4457.31,EUR
100,00000222,99991231,20220919,0002,1817.57,EUR
100,00000223,99991231,20230805,0003,3056.45,EUR
100,00000224,99991231,20230721,0004,3237.1,EUR
100,00000225,99991231,20230903,0005,1348.07,EUR
100,00000226,99991231,20230522,0001,3813.57,EUR
100,00000227,99991231,20240219,0002,1379.16,EUR
100,00000228,99991231,20241206,0003,542.3,EUR
100,00000229,99991231,20240312,0004,3783.8,EUR
100,00000230,99991231,20240905,0005,3429.84,EUR
100,00000231,99991231,20230929,0001,3139.24,EUR
100,00000232,99991231,20230515,0002,4364.28,EUR
100,00000233,99991231,20230112,0003,843.78,EUR
100,00000234,99991231,20241206,0004,1950.92,EUR
100,00000235,99991231,20240807,0005,4226.52,EUR
100,00000236,99991231,20240201,0001,2826.22,EUR
100,00000237,99991231,20220701,0002,4968.37,EUR
100,00000238,99991231,20220223,0003,3541.69,EUR
100,00000239,99991231,20230310,0004,2751.7,EUR
100,00000240,99991231,20220408,0005,2280.88,EUR
100,00000241,99991231,20230818,0001,1943.24,EUR
100,00000242,99991231,20230804,0002,868.81,EUR
100,00000243,99991231,20241225,0003,3441.61,EUR
100,00000244,99991231,20220522,0004,3605.86,EUR
100,00000245,99991231,20230609,0005,3927.79,EUR
100,00000246,99991231,20220311,0001,2754.85,EUR
100,00000247,99991231,20231201,0002,318.55,EUR
100,00000248,99991231,20230802,0003,3635.23,EUR
100,00000249,99991231,20240715,0004,3489.34,EUR
100,00000250,99991231,20220509,0005,4564.29,EUR
100,00000251,99991231,20240421,0001,4031.08,EUR
100,00000252,99991231,20241121,0002,4470.78,EUR
100,00000253,99991231,20241022,0003,3216.94,EUR
100,00000254,99991231,20240812,0004,365.97,EUR
100,00000255,99991231,20220311,0005,1173.49,EUR
100,00000256,99991231,20220216,0001,1581.8,EUR
100,00000257,99991231,20220219,0002,3392.43,EUR
100,00000258,99991231,20221114,0003,4224.2,EUR
100,00000259,99991231,20241219,0004,482.17,EUR
100,00000260,99991231,20241005,0005,2318.77,EUR
100,00000261,99991231,20240713,0001,2052.7,EUR
100,00000262,99991231,20220105,0002,1959.12,EUR
100,00000263,99991231,20240208,0003,2586.66,EUR
100,00000264,99991231,20231201,0004,4259.66,EUR
100,00000265,99991231,20240812,0005,1452.7,EUR
100,00000266,99991231,20220222,0001,4814.6,EUR
100,00000267,99991231,20221121,0002,3607.92,EUR
100,00000268,99991231,20230720,0003,470.59,EUR
100,00000269,99991231,20241001,0004,4973.07,EUR
100,00000270,99991231,20240316,0005,572.27,EUR
100,00000271,99991231,20231224,0001,4008.31,EUR
100,00000272,99991231,20240507,0002,4953.92,EUR
100,00000273,99991231,20230508,0003,1522.71,EUR
100,00000274,99991231,20230806,0004,4957.73,EUR
100,00000275,99991231,20240923,0005,4678.23,EUR
100,00000276,99991231,20241231,0001,4042.9,EUR
100,00000277,99991231,20231118,0002,3042.59,EUR
100,00000278,99991231,20220304,0003,3481.97,EUR
100,00000279,99991231,20230904,0004,434.61,EUR
100,00000280,99991231,20220815,0005,3318.7,EUR
100,00000281,99991231,20240304,0001,4972.55,EUR
100,00000282,99991231,20220126,0002,783.65,EUR
100,00000283,99991231,20241105,0003,4666.66,EUR
100,00000284,99991231,20241030,0004,478.6,EUR
100,00000285,99991231,20221206,0005,1824.64,EUR
100,00000286,99991231,20220326,0001,2018.66,EUR
100,00000287,99991231,20220511,0002,4843.86,EUR
100,00000288,99991231,20220305,0003,2095.56,EUR
100,00000289,99991231,20230916,0004,2492.53,EUR
100,00000290,99991231,20240430,0005,1440.67,EUR
100,00000291,99991231,20220502,0001,2874.88,EUR
100,00000292,99991231,20240520,0002,3812.69,EUR
100,00000293,99991231,20240831,0003,445.36,EUR
100,00000294,99991231,20230825,0004,3750.67,EUR
100,00000295,99991231,20220320,0005,3850.37,EUR
100,00000296,99991231,20230406,0001,3742.85,EUR
100,00000297,99991231,20230928,0002,4455.52,EUR
100,00000298,99991231,20241022,0003,4128.03,EUR
100,00000299,99991231,20230227,0004,4971.01,EUR
100,00000300,99991231,20230827,0005,2854.48,EUR
100,00000301,99991231,20231101,0001,2622.49,EUR
100,00000302,99991231,20230327,0002,840.54,EUR
100,00000303,99991231,20230218,0003,1972.24,EUR
100,00000304,99991231,20230317,0004,1108.36,EUR
100,00000305,99991231,20230729,0005,4083.56,EUR
100,00000306,99991231,20240709,0001,2512.82,EUR
100,00000307,99991231,20220116,0002,1200.11,EUR
100,00000308,99991231,20230807,0003,4777.87,EUR
100,00000309,99991231,20231127,0004,1624.61,EUR
100,00000310,99991231,20221027,0005,3103.34,EUR
100,00000311,99991231,20230318,0001,4952.59,EUR
100,00000312,99991231,20230127,0002,4241.22,EUR
100,00000313,99991231,20240917,0003,2923.17,EUR
100,00000314,99991231,20230115,0004,4674.72,EUR
100,00000315,99991231,20230413,0005,2566.01,EUR
100,00000316,99991231,20230508,0001,3753.73,EUR
100,00000317,99991231,20241121,0002,1077.61,EUR
100,00000318,99991231,20230315,0003,1736.87,EUR
100,00000319,99991231,20230524,0004,3245.57,EUR
100,00000320,99991231,20230425,0005,3424.18,EUR
100,00000321,99991231,20241019,0001,483.77,EUR
100,00000322,99991231,20220630,0002,4028.15,EUR
100,00000323,99991231,20230720,0003,2071.59,EUR
100,00000324,99991231,20221125,0004,2406.77,EUR
100,00000325,99991231,20230514,0005,1590.12,EUR
100,00000326,99991231,20240125,0001,1292.5,EUR
100,00000327,99991231,20240113,0002,1949.37,EUR
100,00000328,99991231,20241123,0003,3114.04,EUR
100,00000329,99991231,20230510,0004,4281.47,EUR
100,00000330,99991231,20240617,0005,2117.81,EUR
100,00000331,99991231,20230221,0001,240.82,EUR
100,00000332,99991231,20220410,0002,3627.72,EUR
100,00000333,99991231,20231108,0003,4732.34,EUR
100,00000334,99991231,20241027,0004,2717.84,EUR
100,00000335,99991231,20231009,0005,4629.78,EUR
100,00000336,99991231,20231224,0001,835.36,EUR
100,00000337,99991231,20230909,0002,3819.83,EUR
100,00000338,99991231,20231217,0003,614.29,EUR
100,00000339,99991231,20240826,0004,1657.41,EUR
100,00000340,99991231,20240512,0005,1872.08,EUR
100,00000341,99991231,20241010,0001,1251.67,EUR
100,00000342,99991231,20230627,0002,903.09,EUR
100,00000343,99991231,20230523,0003,451.97,EUR
100,00000344,99991231,20230722,0004,1998.92,EUR
100,00000345,99991231,20240207,0005,2817.45,EUR
100,00000346,99991231,20221212,0001,1827.72,EUR
100,00000347,99991231,20240618,0002,1050.42,EUR
100,00000348,99991231,20240618,0003,445.03,EUR
100,00000349,99991231,20230403,0004,1595.26,EUR
100,00000350,99991231,20230807,0005,2428.92,EUR
100,00000351,99991231,20221120,0001,3738.97,EUR
100,00000352,99991231,20220729,0002,4201.34,EUR
100,00000353,99991231,20230308,0003,3568.77,EUR
100,00000354,99991231,20240329,0004,2655.05,EUR
100,00000355,99991231,20221104,0005,542.95,EUR
100,00000356,99991231,20220331,0001,2910.7,EUR
100,00000357,99991231,20241222,0002,3372.56,EUR
100,00000358,99991231,20230816,0003,2476.32,EUR
100,00000359,99991231,20240713,0004,786.97,EUR
100,00000360,99991231,20221108,0005,1072.49,EUR
100,00000361,99991231,20220611,0001,2425.48,EUR
100,00000362,99991231,20241231,0002,3126.83,EUR
100,00000363,99991231,20230417,0003,4813.96,EUR
100,00000364,99991231,20241003,0004,2338.12,EUR
100,00000365,99991231,20240402,0005,585.16,EUR
100,00000366,99991231,20240804,0001,1642.97,EUR
100,00000367,99991231,20230731,0002,3476.13,EUR
100,00000368,99991231,20220826,0003,2861.79,EUR
100,00000369,99991231,20241207,0004,3557.1,EUR
100,00000370,99991231,20230927,0005,1759.7,EUR
100,00000371,99991231,20220910,0001,981.85,EUR
100,00000372,99991231,20240215,0002,4224.0,EUR
100,00000373,99991231,20220220,0003,4829.28,EUR
100,00000374,99991231,20230212,0004,4790.42,EUR
100,00000375,99991231,20220719,0005,3949.37,EUR
100,00000376,99991231,20220509,0001,1807.61,EUR
100,00000377,99991231,20240701,0002,967.67,EUR
100,00000378,99991231,20230814,0003,1438.21,EUR
100,00000379,99991231,20221024,0004,2040.49,EUR
100,00000380,99991231,20221220,0005,4157.47,EUR
100,00000381,99991231,20241027,0001,3436.4,EUR
100,00000382,99991231,20240118,0002,3285.34,EUR
100,00000383,99991231,20240110,0003,2001.38,EUR
100,00000384,99991231,20220503,0004,4235.07,EUR
100,00000385,99991231,20231114,0005,2674.22,EUR
100,00000386,99991231,20220609,0001,2554.55,EUR
100,00000387,99991231,20230718,0002,3465.24,EUR
100,00000388,99991231,20220215,0003,4941.54,EUR
100,00000389,99991231,20230413,0004,1197.46,EUR
100,00000390,99991231,20241129,0005,142.69,EUR
100,00000391,99991231,20220502,0001,3287.93,EUR
100,00000392,99991231,20230817,0002,4688.36,EUR
100,00000393,99991231,20220313,0003,697.86,EUR
100,00000394,99991231,20230621,0004,2012.36,EUR
100,00000395,99991231,20231207,0005,4064.44,EUR
100,00000396,99991231,20240620,0001,4708.92,EUR
100,00000397,99991231,20220921,0002,2375.5,EUR
100,00000398,99991231,20220709,0003,3682.58,EUR
100,00000399,99991231,20221201,0004,4803.13,EUR
100,00000400,99991231,20220518,0005,2440.07,EUR
100,00000401,99991231,20231112,0001,427.31,EUR
100,00000402,99991231,20220524,0002,1149.86,EUR
100,00000403,99991231,20231203,0003,4095.18,EUR
100,00000404,99991231,20230616,0004,4872.93,EUR
100,00000405,99991231,20221015,0005,2537.26,EUR
100,00000406,99991231,20230117,0001,2254.91,EUR
100,00000407,99991231,20230114,0002,4180.7,EUR
100,00000408,99991231,20241101,0003,389.35,EUR
100,00000409,99991231,20241225,0004,2592.69,EUR
100,00000410,99991231,20230917,0005,2495.46,EUR
100,00000411,99991231,20240416,0001,499.0,EUR
100,00000412,99991231,20241224,0002,389.51,EUR
100,00000413,99991231,20220514,0003,3207.96,EUR
100,00000414,99991231,20220622,0004,842.87,EUR
100,00000415,99991231,20230722,0005,2767.04,EUR
100,00000416,99991231,20220607,0001,2482.66,EUR
100,00000417,99991231,20220206,0002,3753.61,EUR
100,00000418,99991231,20230623,0003,3170.38,EUR
100,00000419,99991231,20230924,0004,526.41,EUR
100,00000420,99991231,20240910,0005,997.55,EUR
100,00000421,99991231,20231021,0001,1135.14,EUR
100,00000422,99991231,20220308,0002,4235.98,EUR
100,00000423,99991231,20220513,0003,4535.82,EUR
100,00000424,99991231,20240618,0004,3188.76,EUR
100,00000425,99991231,20220306,0005,1486.45,EUR
100,00000426,99991231,20230807,0001,679.92,EUR
100,00000427,99991231,20240125,0002,1595.97,EUR
100,00000428,99991231,20220214,0003,4631.51,EUR
100,00000429,99991231,20220124,0004,1550.27,EUR
100,00000430,99991231,20231022,0005,2097.66,EUR
100,00000431,99991231,20241207,0001,1852.41,EUR
100,00000432,99991231,20240206,0002,1884.7,EUR
100,00000433,99991231,20230928,0003,1588.43,EUR
100,00000434,99991231,20220315,0004,1839.14,EUR
100,00000435,99991231,20240418,0005,4098.26,EUR
100,00000436,99991231,20220405,0001,4853.99,EUR
100,00000437,99991231,20241209,0002,2154.85,EUR
100,00000438,99991231,20221209,0003,136.94,EUR
100,00000439,99991231,20220328,0004,1570.64,EUR
100,00000440,99991231,20230705,0005,2270.89,EUR
100,00000441,99991231,20240302,0001,4402.41,EUR
100,00000442,99991231,20221221,0002,4730.81,EUR
100,00000443,99991231,20220531,0003,124.94,EUR
100,00000444,99991231,20240303,0004,821.99,EUR
100,00000445,99991231,20221212,0005,3930.32,EUR
100,00000446,99991231,20241103,0001,4192.22,EUR
100,00000447,99991231,20230711,0002,1744.69,EUR
100,00000448,99991231,20240430,0003,3794.36,EUR
100,00000449,99991231,20230423,0004,2806.58,EUR
100,00000450,99991231,20230411,0005,3184.1,EUR
100,00000451,99991231,20231220,0001,4818.42,EUR
100,00000452,99991231,20221016,0002,3168.08,EUR
100,00000453,99991231,20240603,0003,3127.78,EUR
100,00000454,99991231,20240327,0004,644.34,EUR
100,00000455,99991231,20240406,0005,2277.93,EUR
100,00000456,99991231,20230616,0001,4201.28,EUR
100,00000457,99991231,20230810,0002,4300.34,EUR
100,00000458,99991231,20240905,0003,2645.49,EUR
100,00000459,99991231,20240731,0004,2703.75,EUR
100,00000460,99991231,20230103,0005,4588.53,EUR
100,00000461,99991231,20240727,0001,2757.94,EUR
100,00000462,99991231,20220101,0002,2475.18,EUR
100,00000463,99991231,20240903,0003,3261.39,EUR
100,00000464,99991231,20230422,0004,1045.36,EUR
100,00000465,99991231,20240222,0005,4380.69,EUR
100,00000466,99991231,20240406,0001,1675.45,EUR
100,00000467,99991231,20240902,0002,2943.01,EUR
100,00000468,99991231,20220917,0003,970.68,EUR
100,00000469,99991231,20230813,0004,2690.28,EUR
100,00000470,99991231,20231007,0005,4084.63,EUR
100,00000471,99991231,20240609,0001,4289.18,EUR
100,00000472,99991231,20231022,0002,3520.94,EUR
100,00000473,99991231,20240301,0003,323.09,EUR
100,00000474,99991231,20240421,0004,4658.73,EUR
100,00000475,99991231,20220128,0005,325.68,EUR
100,00000476,99991231,20220116,0001,1680.68,EUR
100,00000477,99991231,20221020,0002,2546.58,EUR
100,00000478,99991231,20221205,0003,2142.31,EUR
100,00000479,99991231,20220122,0004,4040.96,EUR
100,00000480,99991231,20230523,0005,484.12,EUR
100,00000481,99991231,20230319,0001,1787.26,EUR
100,00000482,99991231,20220830,0002,1457.86,EUR
100,00000483,99991231,20231007,0003,3783.2,EUR
100,00000484,99991231,20230109,0004,3392.63,EUR
100,00000485,99991231,20230112,0005,2433.01,EUR
100,00000486,99991231,20230318,0001,3881.17,EUR
100,00000487,99991231,20230105,0002,3276.97,EUR
100,00000488,99991231,20240711,0003,2134.31,EUR
100,00000489,99991231,20240517,0004,2658.79,EUR
100,00000490,99991231,20240622,0005,2041.03,EUR
100,00000491,99991231,20230531,0001,1356.37,EUR
100,00000492,99991231,20230307,0002,3226.48,EUR
100,00000493,99991231,20220227,0003,4919.18,EUR
100,00000494,99991231,20240310,0004,1262.77,EUR
100,00000495,99991231,20240209,0005,4210.06,EUR
100,00000496,99991231,20230404,0001,1066.93,EUR
100,00000497,99991231,20230523,0002,725.96,EUR
100,00000498,99991231,20220317,0003,4214.85,EUR
100,00000499,99991231,20240506,0004,437.05,EUR
100,00000500,99991231,20240522,0005,4801.63,EUR
