MANDT,BESSION,GJAHR,LIFNR,BUKRS,BLDAT,BUDAT,WAERS,RMWWR
100,0070000068,2023,0000000193,1000,20220924,20220607,EUR,30597.95
100,0070000069,2024,0000000085,2000,20241012,20221112,EUR,34811.5
100,0070000070,2023,0000000100,1000,20230113,20220808,EUR,23698.82
100,0070000071,2024,0000000095,2000,20220103,20230625,EUR,18168.64
100,0070000072,2023,0000000048,1000,20220712,20241004,EUR,49830.37
100,0070000073,2024,0000000025,2000,20220331,20220827,EUR,29899.79
100,0070000074,2023,0000000030,1000,20240102,20231019,EUR,20411.66
100,0070000075,2024,0000000139,2000,20231119,20240726,EUR,30737.23
100,0070000076,2023,0000000118,1000,20240203,20230826,EUR,40817.49
100,0070000077,2024,0000000139,2000,20230513,20240209,EUR,32004.78
100,0070000078,2023,0000000175,1000,20221223,20230219,EUR,5105.56
100,0070000079,2024,0000000003,2000,20230506,20220517,EUR,43115.96
100,0070000080,2023,0000000065,1000,20220915,20231108,EUR,23174.6
100,0070000081,2024,0000000044,2000,20230407,20220805,EUR,43780.41
100,0070000082,2023,0000000136,1000,20230428,20241210,EUR,1303.33
100,0070000083,2024,0000000076,2000,20230202,20220125,EUR,42253.9
100,0070000084,2023,0000000150,1000,20220120,20220206,EUR,37380.62
100,0070000085,2024,0000000189,2000,20221031,20240904,EUR,42999.72
100,0070000086,2023,0000000063,1000,20240921,20220115,EUR,8803.34
100,0070000087,2024,0000000056,2000,20230426,20220216,EUR,14092.41
100,0070000088,2023,0000000154,1000,20241229,20240911,EUR,26401.38
100,0070000089,2024,0000000059,2000,20230325,20230423,EUR,35482.32
100,0070000090,2023,0000000058,1000,20220117,20220710,EUR,42725.0
100,0070000091,2024,0000000159,2000,20231231,20220518,EUR,14805.42
100,0070000092,2023,0000000172,1000,20220423,20221031,EUR,18742.83
100,0070000093,2024,0000000045,2000,20220901,20231025,EUR,37021.62
100,0070000094,2023,0000000170,1000,20241214,20231022,EUR,31818.71
100,0070000095,2024,0000000084,2000,20241027,20241025,EUR,43759.42
100,0070000096,2023,0000000196,1000,20240531,20240731,EUR,40086.07
100,0070000097,2024,0000000114,2000,20230317,20240618,EUR,47820.69
100,0070000098,2023,0000000073,1000,20220710,20230227,EUR,6103.65
100,0070000099,2024,0000000158,2000,20230918,20241011,EUR,21089.43
100,0070000100,2023,0000000089,1000,20221212,20230521,EUR,22326.4
100,0070000101,2024,0000000146,2000,20230815,20220703,EUR,10862.01
100,0070000102,2023,0000000158,1000,20230129,20240419,EUR,36329.38
100,0070000103,2024,0000000082,2000,20240113,20231214,EUR,22233.51
100,0070000104,2023,0000000045,1000,20230312,20220429,EUR,43912.13
100,0070000105,2024,0000000034,2000,20220209,20231012,EUR,18360.0
100,0070000106,2023,0000000153,1000,20220413,20221011,EUR,48663.59
100,0070000107,2024,0000000063,2000,20230501,20230708,EUR,22313.42
100,0070000108,2023,0000000182,1000,20240927,20240720,EUR,27477.19
100,0070000109,2024,0000000173,2000,20230808,20241223,EUR,40268.51
100,0070000110,2023,0000000178,1000,20221001,20230902,EUR,10440.81
100,0070000111,2024,0000000155,2000,20241220,20220604,EUR,48376.42
100,0070000112,2023,0000000089,1000,20221013,20221110,EUR,4145.06
100,0070000113,2024,0000000180,2000,20241110,20220324,EUR,33502.87
100,0070000114,2023,0000000136,1000,20240322,20240808,EUR,22801.2
100,0070000115,2024,0000000089,2000,20230311,20241214,EUR,1080.14
100,0070000116,2023,0000000198,1000,20221226,20240921,EUR,3372.97
100,0070000117,2024,0000000162,2000,20240219,20230421,EUR,35698.51
100,0070000118,2023,0000000049,1000,20230307,20230704,EUR,47285.48
100,0070000119,2024,0000000186,2000,20220409,20230102,EUR,8994.03
100,0070000120,2023,0000000002,1000,20230224,20220731,EUR,11896.66
100,0070000121,2024,0000000014,2000,20220712,20241128,EUR,7725.53
100,0070000122,2023,0000000073,1000,20220308,20221229,EUR,7484.51
100,0070000123,2024,0000000093,2000,20220719,20241119,EUR,27869.33
100,0070000124,2023,0000000103,1000,20240608,20241109,EUR,22335.78
100,0070000125,2024,0000000086,2000,20241016,20230722,EUR,40336.27
100,0070000126,2023,0000000031,1000,20220626,20221029,EUR,45124.46
100,0070000127,2024,0000000151,2000,20230203,20230825,EUR,5547.59
100,0070000128,2023,0000000097,1000,20221212,20230929,EUR,729.61
100,0070000129,2024,0000000027,2000,20241231,20220729,EUR,19325.03
100,0070000130,2023,0000000200,1000,20230607,20230922,EUR,6113.44
100,0070000131,2024,0000000094,2000,20230728,20220112,EUR,17011.19
100,0070000132,2023,0000000171,1000,20231210,20230601,EUR,40815.28
100,0070000133,2024,0000000122,2000,20220117,20230503,EUR,48393.18
100,0070000134,2023,0000000167,1000,20231017,20220425,EUR,48451.1
100,0070000135,2024,0000000184,2000,20220903,20220514,EUR,25140.7
100,0070000136,2023,0000000075,1000,20221104,20231222,EUR,4145.32
100,0070000137,2024,0000000198,2000,20220512,20220416,EUR,21824.4
100,0070000138,2023,0000000017,1000,20221208,20221212,EUR,45328.66
100,0070000139,2024,0000000170,2000,20240211,20221005,EUR,14238.01
100,0070000140,2023,0000000057,1000,20221009,20220528,EUR,9849.9
100,0070000141,2024,0000000162,2000,20221213,20231222,EUR,27836.52
100,0070000142,2023,0000000125,1000,20220616,20220909,EUR,20403.95
100,0070000143,2024,0000000046,2000,20240819,20230519,EUR,6666.6
100,0070000144,2023,0000000032,1000,20230624,20240205,EUR,15660.7
100,0070000145,2024,0000000114,2000,20220512,20230301,EUR,3408.66
100,0070000146,2023,0000000084,1000,20220611,20231209,EUR,2158.7
100,0070000147,2024,0000000155,2000,20240406,20230425,EUR,47110.74
100,0070000148,2023,0000000097,1000,20240617,20230815,EUR,5553.63
100,0070000149,2024,0000000086,2000,20241209,20230613,EUR,32557.81
100,0070000150,2023,0000000073,1000,20240118,20240628,EUR,22324.24
100,0070000151,2024,0000000138,2000,20230311,20230518,EUR,37089.62
100,0070000152,2023,0000000191,1000,20220618,20240204,EUR,19306.95
100,0070000153,2024,0000000015,2000,20240529,20220829,EUR,34676.42
100,0070000154,2023,0000000162,1000,20220106,20230529,EUR,11463.75
100,0070000155,2024,0000000169,2000,20221011,20220715,EUR,2803.7
100,0070000156,2023,0000000025,1000,20220413,20231108,EUR,41041.02
100,0070000157,2024,0000000051,2000,20221102,20220710,EUR,42337.66
100,0070000158,2023,0000000094,1000,20220824,20220719,EUR,28120.96
100,0070000159,2024,0000000071,2000,20230506,20241224,EUR,46465.24
100,0070000160,2023,0000000104,1000,20230209,20241208,EUR,38635.8
100,0070000161,2024,0000000151,2000,20240625,20220726,EUR,17777.96
100,0070000162,2023,0000000011,1000,20231004,20220926,EUR,28660.43
100,0070000163,2024,0000000031,2000,20240201,20231015,EUR,20653.15
100,0070000164,2023,0000000107,1000,20230705,20221217,EUR,34174.83
100,0070000165,2024,0000000046,2000,20241120,20221119,EUR,4487.71
100,0070000166,2023,0000000122,1000,20240615,20240608,EUR,14158.73
100,0070000167,2024,0000000069,2000,20221221,20241030,EUR,40171.55
100,0070000168,2023,0000000169,1000,20230110,20240812,EUR,12286.76
100,0070000169,2024,0000000097,2000,20240107,20220302,EUR,35553.97
100,0070000170,2023,0000000033,1000,20221012,20220123,EUR,12293.42
100,0070000171,2024,0000000104,2000,20240611,20240928,EUR,22898.58
100,0070000172,2023,0000000023,1000,20241025,20220524,EUR,21134.54
100,0070000173,2024,0000000120,2000,20220313,20231012,EUR,13535.16
100,0070000174,2023,0000000070,1000,20221010,20230607,EUR,47466.46
100,0070000175,2024,0000000111,2000,20230405,20221127,EUR,11229.52
100,0070000176,2023,0000000078,1000,20221206,20220616,EUR,39874.45
100,0070000177,2024,0000000013,2000,20241208,20220702,EUR,12916.64
100,0070000178,2023,0000000111,1000,20220515,20221214,EUR,15727.04
100,0070000179,2024,0000000075,2000,20221019,20230606,EUR,35166.62
100,0070000180,2023,0000000035,1000,20230602,20220813,EUR,26146.48
100,0070000181,2024,0000000124,2000,20240417,20221107,EUR,37961.95
100,0070000182,2023,0000000043,1000,20220526,20230615,EUR,35169.7
100,0070000183,2024,0000000046,2000,20231228,20240718,EUR,23489.43
100,0070000184,2023,0000000149,1000,20231123,20220213,EUR,11522.4
100,0070000185,2024,0000000077,2000,20231103,20240801,EUR,32524.77
100,0070000186,2023,0000000022,1000,20220623,20240408,EUR,3603.17
100,0070000187,2024,0000000103,2000,20230906,20240215,EUR,27732.79
100,0070000188,2023,0000000132,1000,20230319,20241212,EUR,18192.57
100,0070000189,2024,0000000142,2000,20230124,20241123,EUR,33444.87
100,0070000190,2023,0000000045,1000,20220127,20220201,EUR,47708.66
100,0070000191,2024,0000000025,2000,20240204,20230709,EUR,44159.29
100,0070000192,2023,0000000158,1000,20240314,20220324,EUR,3150.46
100,0070000193,2024,0000000030,2000,20230522,20220906,EUR,42351.74
100,0070000194,2023,0000000173,1000,20220608,20220120,EUR,34828.87
100,0070000195,2024,0000000014,2000,20240903,20220115,EUR,23689.76
100,0070000196,2023,0000000005,1000,20230524,20240626,EUR,47601.59
100,0070000197,2024,0000000090,2000,20221201,20221220,EUR,41379.14
100,0070000198,2023,0000000140,1000,20240712,20231020,EUR,33092.64
100,0070000199,2024,0000000016,2000,20221002,20230110,EUR,17276.79
100,0070000200,2023,0000000057,1000,20221014,20240303,EUR,5283.79
100,0070000201,2024,0000000008,2000,20230909,20240220,EUR,6918.61
100,0070000202,2023,0000000118,1000,20240410,20221007,EUR,46989.46
100,0070000203,2024,0000000176,2000,20230502,20240317,EUR,29551.05
100,0070000204,2023,0000000094,1000,20240115,20230623,EUR,7748.97
100,0070000205,2024,0000000002,2000,20240702,20230817,EUR,23461.0
100,0070000206,2023,0000000168,1000,20221227,20220502,EUR,18260.25
100,0070000207,2024,0000000171,2000,20230305,20220305,EUR,4631.09
100,0070000208,2023,0000000022,1000,20230905,20230121,EUR,8356.05
100,0070000209,2024,0000000050,2000,20230222,20241212,EUR,32175.4
100,0070000210,2023,0000000200,1000,20221214,20220303,EUR,9658.19
100,0070000211,2024,0000000019,2000,20221026,20230204,EUR,6799.3
100,0070000212,2023,0000000033,1000,20240829,20230123,EUR,10074.62
100,0070000213,2024,0000000060,2000,20220227,20230101,EUR,47365.51
100,0070000214,2023,0000000080,1000,20230905,20240329,EUR,43194.67
100,0070000215,2024,0000000073,2000,20240619,20240103,EUR,27798.72
100,0070000216,2023,0000000043,1000,20221228,20230408,EUR,583.51
100,0070000217,2024,0000000118,2000,20240914,20240119,EUR,19457.32
100,0070000218,2023,0000000038,1000,20241105,20241125,EUR,9667.05
100,0070000219,2024,0000000096,2000,20220107,20220730,EUR,49393.11
100,0070000220,2023,0000000167,1000,20230611,20240830,EUR,30049.9
100,0070000221,2024,0000000001,2000,20230817,20240807,EUR,8689.19
100,0070000222,2023,0000000131,1000,20230408,20240511,EUR,21743.87
100,0070000223,2024,0000000085,2000,20230929,20240317,EUR,43387.04
100,0070000224,2023,0000000133,1000,20221112,20230516,EUR,12003.61
100,0070000225,2024,0000000048,2000,20220202,20221017,EUR,4722.44
100,0070000226,2023,0000000023,1000,20240112,20240126,EUR,7925.18
100,0070000227,2024,0000000104,2000,20240222,20240409,EUR,6347.75
100,0070000228,2023,0000000176,1000,20240719,20231209,EUR,47454.3
100,0070000229,2024,0000000014,2000,20221111,20220528,EUR,36666.49
100,0070000230,2023,0000000127,1000,20240309,20231017,EUR,21894.41
100,0070000231,2024,0000000002,2000,20240319,20240615,EUR,41383.25
100,0070000232,2023,0000000099,1000,20240508,20230914,EUR,9140.61
100,0070000233,2024,0000000118,2000,20230331,20230513,EUR,39917.75
100,0070000234,2023,0000000073,1000,20230605,20240917,EUR,38237.17
100,0070000235,2024,0000000144,2000,20230929,20220128,EUR,5844.19
100,0070000236,2023,0000000040,1000,20220709,20220329,EUR,8898.82
100,0070000237,2024,0000000171,2000,20230409,20220528,EUR,22110.1
100,0070000238,2023,0000000197,1000,20240630,20220903,EUR,23735.04
100,0070000239,2024,0000000020,2000,20240117,20241107,EUR,21165.46
100,0070000240,2023,0000000153,1000,20241124,20230128,EUR,42387.67
100,0070000241,2024,0000000139,2000,20231212,20240918,EUR,33219.52
100,0070000242,2023,0000000042,1000,20220523,20230729,EUR,26636.12
100,0070000243,2024,0000000028,2000,20230214,20240528,EUR,37670.83
100,0070000244,2023,0000000175,1000,20230412,20220728,EUR,38932.67
100,0070000245,2024,0000000051,2000,20220116,20240420,EUR,23295.69
100,0070000246,2023,0000000019,1000,20220808,20220216,EUR,44137.6
100,0070000247,2024,0000000148,2000,20221113,20231010,EUR,43973.65
100,0070000248,2023,0000000097,1000,20240726,20230116,EUR,39629.08
100,0070000249,2024,0000000110,2000,20220605,20230404,EUR,6614.14
100,0070000250,2023,0000000199,1000,20220731,20230413,EUR,44490.0
100,0070000251,2024,0000000015,2000,20240704,20241127,EUR,40954.01
100,0070000252,2023,0000000192,1000,20240430,20240106,EUR,15540.65
100,0070000253,2024,0000000172,2000,20230817,20241209,EUR,33916.89
100,0070000254,2023,0000000077,1000,20221129,20231221,EUR,3001.52
100,0070000255,2024,0000000147,2000,20231116,20230110,EUR,2028.76
100,0070000256,2023,0000000054,1000,20220309,20221029,EUR,1187.34
100,0070000257,2024,0000000152,2000,20230512,20220524,EUR,7685.89
100,0070000258,2023,0000000044,1000,20240819,20220812,EUR,7062.25
100,0070000259,2024,0000000059,2000,20231101,20220613,EUR,29891.55
100,0070000260,2023,0000000019,1000,20221102,20230121,EUR,9937.35
100,0070000261,2024,0000000084,2000,20240308,20220626,EUR,11296.46
100,0070000262,2023,0000000054,1000,20230912,20240201,EUR,28397.62
100,0070000263,2024,0000000075,2000,20230718,20240612,EUR,3064.46
100,0070000264,2023,0000000196,1000,20220130,20240527,EUR,17852.67
100,0070000265,2024,0000000015,2000,20240531,20220101,EUR,40018.47
100,0070000266,2023,0000000149,1000,20240508,20230113,EUR,6533.82
100,0070000267,2024,0000000172,2000,20240409,20240929,EUR,42440.71
100,0070000268,2023,0000000137,1000,20220501,20230803,EUR,6474.71
100,0070000269,2024,0000000032,2000,20240417,20230424,EUR,4557.43
100,0070000270,2023,0000000011,1000,20220731,20240805,EUR,23213.24
100,0070000271,2024,0000000191,2000,20230902,20221022,EUR,47528.08
100,0070000272,2023,0000000152,1000,20241212,20221227,EUR,15383.67
100,0070000273,2024,0000000133,2000,20240507,20220613,EUR,37084.01
100,0070000274,2023,0000000105,1000,20241124,20231218,EUR,3208.7
100,0070000275,2024,0000000079,2000,20220324,20230327,EUR,5644.79
100,0070000276,2023,0000000017,1000,20220809,20220101,EUR,32773.09
100,0070000277,2024,0000000083,2000,20241229,20230901,EUR,30598.21
100,0070000278,2023,0000000096,1000,20220605,20231209,EUR,46142.73
100,0070000279,2024,0000000168,2000,20240926,20240427,EUR,17638.59
100,0070000280,2023,0000000033,1000,20220904,20240706,EUR,16443.23
100,0070000281,2024,0000000194,2000,20240114,20221027,EUR,7950.47
100,0070000282,2023,0000000182,1000,20230806,20241020,EUR,20987.92
100,0070000283,2024,0000000160,2000,20241011,20240925,EUR,20021.27
100,0070000284,2023,0000000162,1000,20220303,20231126,EUR,23107.6
100,0070000285,2024,0000000157,2000,20241011,20220919,EUR,29458.5
100,0070000286,2023,0000000121,1000,20240609,20220727,EUR,36377.24
100,0070000287,2024,0000000038,2000,20220521,20221207,EUR,38778.3
100,0070000288,2023,0000000070,1000,20220412,20220601,EUR,29814.66
100,0070000289,2024,0000000129,2000,20240510,20240701,EUR,19725.28
100,0070000290,2023,0000000029,1000,20220226,20241008,EUR,21097.17
100,0070000291,2024,0000000109,2000,20240325,20241206,EUR,2313.69
100,0070000292,2023,0000000014,1000,20230223,20230420,EUR,7346.04
100,0070000293,2024,0000000058,2000,20230517,20220102,EUR,8946.19
100,0070000294,2023,0000000046,1000,20241128,20240315,EUR,46644.56
100,0070000295,2024,0000000193,2000,20230812,20240801,EUR,19988.78
100,0070000296,2023,0000000014,1000,20241027,20240119,EUR,6772.38
100,0070000297,2024,0000000081,2000,20221207,20220501,EUR,26589.54
100,0070000298,2023,0000000197,1000,20220520,20220615,EUR,3548.33
100,0070000299,2024,0000000193,2000,20230502,20221106,EUR,21946.32
100,0070000300,2023,0000000115,1000,20220422,20240728,EUR,24283.61
100,0070000301,2024,0000000158,2000,20220322,20231116,EUR,43044.51
100,0070000302,2023,0000000071,1000,20240104,20221002,EUR,25956.62
100,0070000303,2024,0000000081,2000,20240723,20221021,EUR,44724.06
100,0070000304,2023,0000000137,1000,20220602,20231031,EUR,27598.69
100,0070000305,2024,0000000098,2000,20230208,20241120,EUR,41769.78
100,0070000306,2023,0000000176,1000,20230529,20241013,EUR,17236.8
100,0070000307,2024,0000000119,2000,20240118,20220202,EUR,20047.57
100,0070000308,2023,0000000081,1000,20231221,20240319,EUR,35290.21
100,0070000309,2024,0000000137,2000,20241119,20220928,EUR,30526.17
100,0070000310,2023,0000000158,1000,20220824,20240108,EUR,12722.17
100,0070000311,2024,0000000018,2000,20230407,20241223,EUR,48018.07
100,0070000312,2023,0000000180,1000,20240407,20231129,EUR,37856.03
100,0070000313,2024,0000000049,2000,20220427,20230314,EUR,43291.38
100,0070000314,2023,0000000109,1000,20241119,20221110,EUR,6555.91
100,0070000315,2024,0000000002,2000,20241231,20230810,EUR,3878.68
100,0070000316,2023,0000000032,1000,20220730,20240908,EUR,25048.94
100,0070000317,2024,0000000191,2000,20230702,20241013,EUR,32260.39
100,0070000318,2023,0000000079,1000,20241124,20240216,EUR,6148.69
100,0070000319,2024,0000000152,2000,20240809,20240207,EUR,7350.66
100,0070000320,2023,0000000167,1000,20220221,20220717,EUR,36664.32
100,0070000321,2024,0000000128,2000,20241230,20240703,EUR,45887.42
100,0070000322,2023,0000000125,1000,20240829,20230210,EUR,782.78
100,0070000323,2024,0000000023,2000,20240317,20231126,EUR,37058.33
100,0070000324,2023,0000000063,1000,20240505,20230708,EUR,1139.82
100,0070000325,2024,0000000144,2000,20220725,20240918,EUR,10948.27
100,0070000326,2023,0000000093,1000,20240704,20230518,EUR,25436.94
100,0070000327,2024,0000000095,2000,20230707,20230612,EUR,35439.65
100,0070000328,2023,0000000128,1000,20230707,20240519,EUR,45106.91
100,0070000329,2024,0000000053,2000,20231231,20240308,EUR,4537.27
100,0070000330,2023,0000000086,1000,20240824,20230725,EUR,41208.38
100,0070000331,2024,0000000198,2000,20240912,20240102,EUR,42120.52
100,0070000332,2023,0000000068,1000,20240918,20231022,EUR,1519.8
100,0070000333,2024,0000000188,2000,20221123,20220322,EUR,2305.11
100,0070000334,2023,0000000130,1000,20220503,20220917,EUR,41086.1
100,0070000335,2024,0000000007,2000,20220411,20220626,EUR,6134.14
100,0070000336,2023,0000000044,1000,20221117,20241217,EUR,36187.58
100,0070000337,2024,0000000056,2000,20230322,20221119,EUR,17032.1
100,0070000338,2023,0000000106,1000,20220520,20220605,EUR,1172.15
100,0070000339,2024,0000000130,2000,20231114,20230511,EUR,2047.39
100,0070000340,2023,0000000151,1000,20230825,20240327,EUR,7799.19
100,0070000341,2024,0000000040,2000,20230918,20240915,EUR,36692.28
100,0070000342,2023,0000000137,1000,20220724,20220119,EUR,12056.11
100,0070000343,2024,0000000053,2000,20230518,20240504,EUR,29824.62
100,0070000344,2023,0000000048,1000,20220622,20230410,EUR,21292.55
100,0070000345,2024,0000000071,2000,20220325,20220623,EUR,44704.67
100,0070000346,2023,0000000183,1000,20240321,20240108,EUR,43442.92
100,0070000347,2024,0000000152,2000,20220908,20220214,EUR,33733.33
100,0070000348,2023,0000000078,1000,20221025,20230328,EUR,11694.84
100,0070000349,2024,0000000075,2000,20221018,20230812,EUR,20710.94
100,0070000350,2023,0000000053,1000,20220624,20220628,EUR,844.49
100,0070000351,2024,0000000114,2000,20240804,20230702,EUR,41613.37
100,0070000352,2023,0000000014,1000,20220102,20220516,EUR,7915.72
100,0070000353,2024,0000000053,2000,20221225,20240327,EUR,13132.98
100,0070000354,2023,0000000034,1000,20220426,20240711,EUR,4651.68
100,0070000355,2024,0000000125,2000,20220707,20240511,EUR,48560.68
100,0070000356,2023,0000000148,1000,20220912,20221201,EUR,5321.18
100,0070000357,2024,0000000152,2000,20230701,20240214,EUR,12999.17
100,0070000358,2023,0000000021,1000,20230821,20240822,EUR,16897.44
100,0070000359,2024,0000000158,2000,20231201,20240213,EUR,14314.73
100,0070000360,2023,0000000087,1000,20230201,20240227,EUR,30178.58
100,0070000361,2024,0000000147,2000,20240725,20230812,EUR,3417.17
100,0070000362,2023,0000000166,1000,20240221,20240519,EUR,18239.74
100,0070000363,2024,0000000025,2000,20220603,20220819,EUR,37857.48
100,0070000364,2023,0000000095,1000,20231105,20221104,EUR,8605.46
100,0070000365,2024,0000000014,2000,20240430,20241003,EUR,33183.22
100,0070000366,2023,0000000152,1000,20240825,20230430,EUR,1218.37
100,0070000367,2024,0000000025,2000,20221205,20241018,EUR,7254.4
100,0070000368,2023,0000000141,1000,20240415,20220318,EUR,17618.47
100,0070000369,2024,0000000164,2000,20231005,20231102,EUR,43771.39
100,0070000370,2023,0000000053,1000,20221119,20240429,EUR,33730.7
100,0070000371,2024,0000000113,2000,20220809,20241119,EUR,39146.44
100,0070000372,2023,0000000114,1000,20220627,20220825,EUR,14548.25
100,0070000373,2024,0000000022,2000,20241106,20240302,EUR,15059.85
100,0070000374,2023,0000000090,1000,20230420,20230921,EUR,3557.81
100,0070000375,2024,0000000009,2000,20240416,20220605,EUR,42599.1
100,0070000376,2023,0000000087,1000,20230125,20220317,EUR,15062.07
100,0070000377,2024,0000000186,2000,20240522,20220810,EUR,7704.15
100,0070000378,2023,0000000069,1000,20221122,20240425,EUR,14617.14
100,0070000379,2024,0000000146,2000,20240401,20230806,EUR,21659.53
100,0070000380,2023,0000000151,1000,20230808,20220426,EUR,5695.69
100,0070000381,2024,0000000126,2000,20230115,20240615,EUR,32833.25
100,0070000382,2023,0000000166,1000,20230121,20230131,EUR,1787.16
100,0070000383,2024,0000000154,2000,20241030,20220728,EUR,7499.22
100,0070000384,2023,0000000091,1000,20220522,20230518,EUR,44123.25
100,0070000385,2024,0000000036,2000,20231212,20220104,EUR,43995.66
100,0070000386,2023,0000000166,1000,20230326,20220806,EUR,20314.88
100,0070000387,2024,0000000146,2000,20220907,20240121,EUR,14803.7
100,0070000388,2023,0000000041,1000,20220808,20231129,EUR,19625.03
100,0070000389,2024,0000000106,2000,20240627,20231230,EUR,10637.72
100,0070000390,2023,0000000080,1000,20241029,20220723,EUR,22188.27
100,0070000391,2024,0000000118,2000,20230420,20240401,EUR,35463.34
100,0070000392,2023,0000000002,1000,20240518,20240507,EUR,35512.43
100,0070000393,2024,0000000051,2000,20231028,20221002,EUR,1900.46
100,0070000394,2023,0000000104,1000,20231112,20240413,EUR,44383.59
100,0070000395,2024,0000000042,2000,20231111,20241206,EUR,42251.75
100,0070000396,2023,0000000103,1000,20230315,20230408,EUR,43298.25
