MANDT,MESTYP,CPIDENT,TABNAME,TABKEY,CRESSION_DATE
100,MATMAS,00000000000000000000000102,MARA,100000000000000100101,20220413
100,MATMAS,00000000000000000000000103,MARA,100000000000000100102,20230628
100,MATMAS,00000000000000000000000104,MARA,100000000000000100103,20220119
100,MATMAS,00000000000000000000000105,MARA,100000000000000100104,20220519
100,MATMAS,00000000000000000000000106,MARA,100000000000000100105,20231223
100,MATMAS,00000000000000000000000107,MARA,100000000000000100106,20220107
100,MATMAS,00000000000000000000000108,MARA,100000000000000100107,20240623
100,MATMAS,00000000000000000000000109,MARA,100000000000000100108,20240104
100,MATMAS,00000000000000000000000110,MARA,100000000000000100109,20240108
100,MATMAS,00000000000000000000000111,MARA,100000000000000100110,20241231
100,MATMAS,00000000000000000000000112,MARA,100000000000000100111,20240726
100,MATMAS,00000000000000000000000113,MARA,100000000000000100112,20230823
100,MATMAS,00000000000000000000000114,MARA,100000000000000100113,20231120
100,MATMAS,00000000000000000000000115,MARA,100000000000000100114,20230717
100,MATMAS,00000000000000000000000116,MARA,100000000000000100115,20230124
100,MATMAS,00000000000000000000000117,MARA,100000000000000100116,20220902
100,MATMAS,00000000000000000000000118,MARA,100000000000000100117,20230317
100,MATMAS,00000000000000000000000119,MARA,100000000000000100118,20230703
100,MATMAS,00000000000000000000000120,MARA,100000000000000100119,20221106
100,MATMAS,00000000000000000000000121,MARA,100000000000000100120,20220518
100,MATMAS,00000000000000000000000122,MARA,100000000000000100121,20221111
100,MATMAS,00000000000000000000000123,MARA,100000000000000100122,20230823
100,MATMAS,00000000000000000000000124,MARA,100000000000000100123,20221015
100,MATMAS,00000000000000000000000125,MARA,100000000000000100124,20230106
100,MATMAS,00000000000000000000000126,MARA,100000000000000100125,20220422
100,MATMAS,00000000000000000000000127,MARA,100000000000000100126,20220830
100,MATMAS,00000000000000000000000128,MARA,100000000000000100127,20220517
100,MATMAS,00000000000000000000000129,MARA,100000000000000100128,20230412
100,MATMAS,00000000000000000000000130,MARA,100000000000000100129,20220611
100,MATMAS,00000000000000000000000131,MARA,100000000000000100130,20230628
100,MATMAS,00000000000000000000000132,MARA,100000000000000100131,20240111
100,MATMAS,00000000000000000000000133,MARA,100000000000000100132,20230128
100,MATMAS,00000000000000000000000134,MARA,100000000000000100133,20231221
100,MATMAS,00000000000000000000000135,MARA,100000000000000100134,20220710
100,MATMAS,00000000000000000000000136,MARA,100000000000000100135,20241028
100,MATMAS,00000000000000000000000137,MARA,100000000000000100136,20240823
100,MATMAS,00000000000000000000000138,MARA,100000000000000100137,20240705
100,MATMAS,00000000000000000000000139,MARA,100000000000000100138,20221217
100,MATMAS,00000000000000000000000140,MARA,100000000000000100139,20221227
100,MATMAS,00000000000000000000000141,MARA,100000000000000100140,20240621
100,MATMAS,00000000000000000000000142,MARA,100000000000000100141,20240116
100,MATMAS,00000000000000000000000143,MARA,100000000000000100142,20231126
100,MATMAS,00000000000000000000000144,MARA,100000000000000100143,20240923
100,MATMAS,00000000000000000000000145,MARA,100000000000000100144,20230718
100,MATMAS,00000000000000000000000146,MARA,100000000000000100145,20230827
100,MATMAS,00000000000000000000000147,MARA,100000000000000100146,20230314
100,MATMAS,00000000000000000000000148,MARA,100000000000000100147,20230730
100,MATMAS,00000000000000000000000149,MARA,100000000000000100148,20240826
100,MATMAS,00000000000000000000000150,MARA,100000000000000100149,20230107
100,MATMAS,00000000000000000000000151,MARA,100000000000000100150,20240903
100,MATMAS,00000000000000000000000152,MARA,100000000000000100151,20220325
100,MATMAS,00000000000000000000000153,MARA,100000000000000100152,20230614
100,MATMAS,00000000000000000000000154,MARA,100000000000000100153,20221220
100,MATMAS,00000000000000000000000155,MARA,100000000000000100154,20231222
100,MATMAS,00000000000000000000000156,MARA,100000000000000100155,20240807
100,MATMAS,00000000000000000000000157,MARA,100000000000000100156,20240130
100,MATMAS,00000000000000000000000158,MARA,100000000000000100157,20221122
100,MATMAS,00000000000000000000000159,MARA,100000000000000100158,20230404
100,MATMAS,00000000000000000000000160,MARA,100000000000000100159,20240809
100,MATMAS,00000000000000000000000161,MARA,100000000000000100160,20230324
100,MATMAS,00000000000000000000000162,MARA,100000000000000100161,20240613
100,MATMAS,00000000000000000000000163,MARA,100000000000000100162,20220618
100,MATMAS,00000000000000000000000164,MARA,100000000000000100163,20231022
100,MATMAS,00000000000000000000000165,MARA,100000000000000100164,20230123
100,MATMAS,00000000000000000000000166,MARA,100000000000000100165,20220519
100,MATMAS,00000000000000000000000167,MARA,100000000000000100166,20230625
100,MATMAS,00000000000000000000000168,MARA,100000000000000100167,20221116
100,MATMAS,00000000000000000000000169,MARA,100000000000000100168,20230427
100,MATMAS,00000000000000000000000170,MARA,100000000000000100169,20220123
100,MATMAS,00000000000000000000000171,MARA,100000000000000100170,20230430
100,MATMAS,00000000000000000000000172,MARA,100000000000000100171,20220213
100,MATMAS,00000000000000000000000173,MARA,100000000000000100172,20230518
100,MATMAS,00000000000000000000000174,MARA,100000000000000100173,20230123
100,MATMAS,00000000000000000000000175,MARA,100000000000000100174,20220924
100,MATMAS,00000000000000000000000176,MARA,100000000000000100175,20220116
100,MATMAS,00000000000000000000000177,MARA,100000000000000100176,20220326
100,MATMAS,00000000000000000000000178,MARA,100000000000000100177,20240203
100,MATMAS,00000000000000000000000179,MARA,100000000000000100178,20241230
100,MATMAS,00000000000000000000000180,MARA,100000000000000100179,20240804
100,MATMAS,00000000000000000000000181,MARA,100000000000000100180,20220401
100,MATMAS,00000000000000000000000182,MARA,100000000000000100181,20231102
100,MATMAS,00000000000000000000000183,MARA,100000000000000100182,20230821
100,MATMAS,00000000000000000000000184,MARA,100000000000000100183,20240922
100,MATMAS,00000000000000000000000185,MARA,100000000000000100184,20230427
100,MATMAS,00000000000000000000000186,MARA,100000000000000100185,20220809
100,MATMAS,00000000000000000000000187,MARA,100000000000000100186,20220608
100,MATMAS,00000000000000000000000188,MARA,100000000000000100187,20240715
100,MATMAS,00000000000000000000000189,MARA,100000000000000100188,20220528
100,MATMAS,00000000000000000000000190,MARA,100000000000000100189,20231010
100,MATMAS,00000000000000000000000191,MARA,100000000000000100190,20240802
100,MATMAS,00000000000000000000000192,MARA,100000000000000100191,20240829
100,MATMAS,00000000000000000000000193,MARA,100000000000000100192,20220624
100,MATMAS,00000000000000000000000194,MARA,100000000000000100193,20240714
100,MATMAS,00000000000000000000000195,MARA,100000000000000100194,20220831
100,MATMAS,00000000000000000000000196,MARA,100000000000000100195,20230709
100,MATMAS,00000000000000000000000197,MARA,100000000000000100196,20230828
100,MATMAS,00000000000000000000000198,MARA,100000000000000100197,20230612
100,MATMAS,00000000000000000000000199,MARA,100000000000000100198,20220610
100,MATMAS,00000000000000000000000200,MARA,100000000000000100199,20220426
100,MATMAS,00000000000000000000000201,MARA,100000000000000100200,20220205
100,MATMAS,00000000000000000000000202,MARA,100000000000000100201,20240726
100,MATMAS,00000000000000000000000203,MARA,100000000000000100202,20240922
100,MATMAS,00000000000000000000000204,MARA,100000000000000100203,20220512
100,MATMAS,00000000000000000000000205,MARA,100000000000000100204,20220620
100,MATMAS,00000000000000000000000206,MARA,100000000000000100205,20220528
100,MATMAS,00000000000000000000000207,MARA,100000000000000100206,20230404
100,MATMAS,00000000000000000000000208,MARA,100000000000000100207,20240712
100,MATMAS,00000000000000000000000209,MARA,100000000000000100208,20240720
100,MATMAS,00000000000000000000000210,MARA,100000000000000100209,20230911
100,MATMAS,00000000000000000000000211,MARA,100000000000000100210,20220413
100,MATMAS,00000000000000000000000212,MARA,100000000000000100211,20240908
100,MATMAS,00000000000000000000000213,MARA,100000000000000100212,20221209
100,MATMAS,00000000000000000000000214,MARA,100000000000000100213,20221026
100,MATMAS,00000000000000000000000215,MARA,100000000000000100214,20240418
100,MATMAS,00000000000000000000000216,MARA,100000000000000100215,20230729
100,MATMAS,00000000000000000000000217,MARA,100000000000000100216,20240507
100,MATMAS,00000000000000000000000218,MARA,100000000000000100217,20240609
100,MATMAS,00000000000000000000000219,MARA,100000000000000100218,20230105
100,MATMAS,00000000000000000000000220,MARA,100000000000000100219,20230220
100,MATMAS,00000000000000000000000221,MARA,100000000000000100220,20221209
100,MATMAS,00000000000000000000000222,MARA,100000000000000100221,20240126
100,MATMAS,00000000000000000000000223,MARA,100000000000000100222,20220830
100,MATMAS,00000000000000000000000224,MARA,100000000000000100223,20220228
100,MATMAS,00000000000000000000000225,MARA,100000000000000100224,20220421
100,MATMAS,00000000000000000000000226,MARA,100000000000000100225,20231029
100,MATMAS,00000000000000000000000227,MARA,100000000000000100226,20240403
100,MATMAS,00000000000000000000000228,MARA,100000000000000100227,20220819
100,MATMAS,00000000000000000000000229,MARA,100000000000000100228,20240821
100,MATMAS,00000000000000000000000230,MARA,100000000000000100229,20240305
100,MATMAS,00000000000000000000000231,MARA,100000000000000100230,20240106
100,MATMAS,00000000000000000000000232,MARA,100000000000000100231,20240107
100,MATMAS,00000000000000000000000233,MARA,100000000000000100232,20240810
100,MATMAS,00000000000000000000000234,MARA,100000000000000100233,20220731
100,MATMAS,00000000000000000000000235,MARA,100000000000000100234,20230719
100,MATMAS,00000000000000000000000236,MARA,100000000000000100235,20221005
100,MATMAS,00000000000000000000000237,MARA,100000000000000100236,20241004
100,MATMAS,00000000000000000000000238,MARA,100000000000000100237,20240129
100,MATMAS,00000000000000000000000239,MARA,100000000000000100238,20240206
100,MATMAS,00000000000000000000000240,MARA,100000000000000100239,20221006
100,MATMAS,00000000000000000000000241,MARA,100000000000000100240,20220822
100,MATMAS,00000000000000000000000242,MARA,100000000000000100241,20230128
100,MATMAS,00000000000000000000000243,MARA,100000000000000100242,20220712
100,MATMAS,00000000000000000000000244,MARA,100000000000000100243,20240830
100,MATMAS,00000000000000000000000245,MARA,100000000000000100244,20220803
100,MATMAS,00000000000000000000000246,MARA,100000000000000100245,20220710
100,MATMAS,00000000000000000000000247,MARA,100000000000000100246,20241007
100,MATMAS,00000000000000000000000248,MARA,100000000000000100247,20220129
100,MATMAS,00000000000000000000000249,MARA,100000000000000100248,20240302
100,MATMAS,00000000000000000000000250,MARA,100000000000000100249,20220510
100,MATMAS,00000000000000000000000251,MARA,100000000000000100250,20231013
100,MATMAS,00000000000000000000000252,MARA,100000000000000100251,20241210
100,MATMAS,00000000000000000000000253,MARA,100000000000000100252,20230123
100,MATMAS,00000000000000000000000254,MARA,100000000000000100253,20231022
100,MATMAS,00000000000000000000000255,MARA,100000000000000100254,20230811
100,MATMAS,00000000000000000000000256,MARA,100000000000000100255,20230827
100,MATMAS,00000000000000000000000257,MARA,100000000000000100256,20240903
100,MATMAS,00000000000000000000000258,MARA,100000000000000100257,20220206
100,MATMAS,00000000000000000000000259,MARA,100000000000000100258,20220115
100,MATMAS,00000000000000000000000260,MARA,100000000000000100259,20231013
100,MATMAS,00000000000000000000000261,MARA,100000000000000100260,20220826
100,MATMAS,00000000000000000000000262,MARA,100000000000000100261,20240125
100,MATMAS,00000000000000000000000263,MARA,100000000000000100262,20220109
100,MATMAS,00000000000000000000000264,MARA,100000000000000100263,20221031
100,MATMAS,00000000000000000000000265,MARA,100000000000000100264,20220718
100,MATMAS,00000000000000000000000266,MARA,100000000000000100265,20240608
100,MATMAS,00000000000000000000000267,MARA,100000000000000100266,20231016
100,MATMAS,00000000000000000000000268,MARA,100000000000000100267,20230813
100,MATMAS,00000000000000000000000269,MARA,100000000000000100268,20241227
100,MATMAS,00000000000000000000000270,MARA,100000000000000100269,20230512
100,MATMAS,00000000000000000000000271,MARA,100000000000000100270,20220317
100,MATMAS,00000000000000000000000272,MARA,100000000000000100271,20240630
100,MATMAS,00000000000000000000000273,MARA,100000000000000100272,20220926
100,MATMAS,00000000000000000000000274,MARA,100000000000000100273,20240718
100,MATMAS,00000000000000000000000275,MARA,100000000000000100274,20221201
100,MATMAS,00000000000000000000000276,MARA,100000000000000100275,20231223
100,MATMAS,00000000000000000000000277,MARA,100000000000000100276,20240605
100,MATMAS,00000000000000000000000278,MARA,100000000000000100277,20221211
100,MATMAS,00000000000000000000000279,MARA,100000000000000100278,20240119
100,MATMAS,00000000000000000000000280,MARA,100000000000000100279,20220921
100,MATMAS,00000000000000000000000281,MARA,100000000000000100280,20241023
100,MATMAS,00000000000000000000000282,MARA,100000000000000100281,20241104
100,MATMAS,00000000000000000000000283,MARA,100000000000000100282,20240121
100,MATMAS,00000000000000000000000284,MARA,100000000000000100283,20241123
100,MATMAS,00000000000000000000000285,MARA,100000000000000100284,20230407
100,MATMAS,00000000000000000000000286,MARA,100000000000000100285,20240112
100,MATMAS,00000000000000000000000287,MARA,100000000000000100286,20241221
100,MATMAS,00000000000000000000000288,MARA,100000000000000100287,20230927
100,MATMAS,00000000000000000000000289,MARA,100000000000000100288,20240807
100,MATMAS,00000000000000000000000290,MARA,100000000000000100289,20230614
100,MATMAS,00000000000000000000000291,MARA,100000000000000100290,20220501
100,MATMAS,00000000000000000000000292,MARA,100000000000000100291,20241119
100,MATMAS,00000000000000000000000293,MARA,100000000000000100292,20220917
100,MATMAS,00000000000000000000000294,MARA,100000000000000100293,20220324
100,MATMAS,00000000000000000000000295,MARA,100000000000000100294,20231215
100,MATMAS,00000000000000000000000296,MARA,100000000000000100295,20241227
100,MATMAS,00000000000000000000000297,MARA,100000000000000100296,20220221
100,MATMAS,00000000000000000000000298,MARA,100000000000000100297,20240410
100,MATMAS,00000000000000000000000299,MARA,100000000000000100298,20220320
100,MATMAS,00000000000000000000000300,MARA,100000000000000100299,20220722
100,MATMAS,00000000000000000000000301,MARA,100000000000000100300,20220209
100,MATMAS,00000000000000000000000302,MARA,100000000000000100301,20220305
100,MATMAS,00000000000000000000000303,MARA,100000000000000100302,20220901
100,MATMAS,00000000000000000000000304,MARA,100000000000000100303,20241211
100,MATMAS,00000000000000000000000305,MARA,100000000000000100304,20220720
100,MATMAS,00000000000000000000000306,MARA,100000000000000100305,20221208
100,MATMAS,00000000000000000000000307,MARA,100000000000000100306,20240420
100,MATMAS,00000000000000000000000308,MARA,100000000000000100307,20230824
100,MATMAS,00000000000000000000000309,MARA,100000000000000100308,20220304
100,MATMAS,00000000000000000000000310,MARA,100000000000000100309,20220317
100,MATMAS,00000000000000000000000311,MARA,100000000000000100310,20230128
100,MATMAS,00000000000000000000000312,MARA,100000000000000100311,20240730
100,MATMAS,00000000000000000000000313,MARA,100000000000000100312,20241231
100,MATMAS,00000000000000000000000314,MARA,100000000000000100313,20231012
100,MATMAS,00000000000000000000000315,MARA,100000000000000100314,20220502
100,MATMAS,00000000000000000000000316,MARA,100000000000000100315,20230628
100,MATMAS,00000000000000000000000317,MARA,100000000000000100316,20220222
100,MATMAS,00000000000000000000000318,MARA,100000000000000100317,20241220
100,MATMAS,00000000000000000000000319,MARA,100000000000000100318,20240506
100,MATMAS,00000000000000000000000320,MARA,100000000000000100319,20230608
100,MATMAS,00000000000000000000000321,MARA,100000000000000100320,20241118
100,MATMAS,00000000000000000000000322,MARA,100000000000000100321,20221121
100,MATMAS,00000000000000000000000323,MARA,100000000000000100322,20241103
100,MATMAS,00000000000000000000000324,MARA,100000000000000100323,20240414
100,MATMAS,00000000000000000000000325,MARA,100000000000000100324,20230224
100,MATMAS,00000000000000000000000326,MARA,100000000000000100325,20240311
100,MATMAS,00000000000000000000000327,MARA,100000000000000100326,20220424
100,MATMAS,00000000000000000000000328,MARA,100000000000000100327,20220409
100,MATMAS,00000000000000000000000329,MARA,100000000000000100328,20221109
100,MATMAS,00000000000000000000000330,MARA,100000000000000100329,20220202
100,MATMAS,00000000000000000000000331,MARA,100000000000000100330,20220816
100,MATMAS,00000000000000000000000332,MARA,100000000000000100331,20241219
100,MATMAS,00000000000000000000000333,MARA,100000000000000100332,20230521
100,MATMAS,00000000000000000000000334,MARA,100000000000000100333,20231215
100,MATMAS,00000000000000000000000335,MARA,100000000000000100334,20220709
100,MATMAS,00000000000000000000000336,MARA,100000000000000100335,20240913
100,MATMAS,00000000000000000000000337,MARA,100000000000000100336,20220406
100,MATMAS,00000000000000000000000338,MARA,100000000000000100337,20221124
100,MATMAS,00000000000000000000000339,MARA,100000000000000100338,20230707
100,MATMAS,00000000000000000000000340,MARA,100000000000000100339,20230620
100,MATMAS,00000000000000000000000341,MARA,100000000000000100340,20230502
100,MATMAS,00000000000000000000000342,MARA,100000000000000100341,20220216
100,MATMAS,00000000000000000000000343,MARA,100000000000000100342,20220505
100,MATMAS,00000000000000000000000344,MARA,100000000000000100343,20230914
100,MATMAS,00000000000000000000000345,MARA,100000000000000100344,20220422
100,MATMAS,00000000000000000000000346,MARA,100000000000000100345,20221205
100,MATMAS,00000000000000000000000347,MARA,100000000000000100346,20241101
100,MATMAS,00000000000000000000000348,MARA,100000000000000100347,20241220
100,MATMAS,00000000000000000000000349,MARA,100000000000000100348,20241107
100,MATMAS,00000000000000000000000350,MARA,100000000000000100349,20221025
100,MATMAS,00000000000000000000000351,MARA,100000000000000100350,20230601
100,MATMAS,00000000000000000000000352,MARA,100000000000000100351,20241215
100,MATMAS,00000000000000000000000353,MARA,100000000000000100352,20220812
100,MATMAS,00000000000000000000000354,MARA,100000000000000100353,20230825
100,MATMAS,00000000000000000000000355,MARA,100000000000000100354,20240115
100,MATMAS,00000000000000000000000356,MARA,100000000000000100355,20230108
100,MATMAS,00000000000000000000000357,MARA,100000000000000100356,20230829
100,MATMAS,00000000000000000000000358,MARA,100000000000000100357,20220518
100,MATMAS,00000000000000000000000359,MARA,100000000000000100358,20220925
100,MATMAS,00000000000000000000000360,MARA,100000000000000100359,20240529
100,MATMAS,00000000000000000000000361,MARA,100000000000000100360,20240615
100,MATMAS,00000000000000000000000362,MARA,100000000000000100361,20230720
100,MATMAS,00000000000000000000000363,MARA,100000000000000100362,20221012
100,MATMAS,00000000000000000000000364,MARA,100000000000000100363,20220405
100,MATMAS,00000000000000000000000365,MARA,100000000000000100364,20220419
100,MATMAS,00000000000000000000000366,MARA,100000000000000100365,20240415
100,MATMAS,00000000000000000000000367,MARA,100000000000000100366,20241222
100,MATMAS,00000000000000000000000368,MARA,100000000000000100367,20230208
100,MATMAS,00000000000000000000000369,MARA,100000000000000100368,20220118
100,MATMAS,00000000000000000000000370,MARA,100000000000000100369,20220726
100,MATMAS,00000000000000000000000371,MARA,100000000000000100370,20230317
100,MATMAS,00000000000000000000000372,MARA,100000000000000100371,20230313
100,MATMAS,00000000000000000000000373,MARA,100000000000000100372,20220522
100,MATMAS,00000000000000000000000374,MARA,100000000000000100373,20230619
100,MATMAS,00000000000000000000000375,MARA,100000000000000100374,20230430
100,MATMAS,00000000000000000000000376,MARA,100000000000000100375,20220525
100,MATMAS,00000000000000000000000377,MARA,100000000000000100376,20240506
100,MATMAS,00000000000000000000000378,MARA,100000000000000100377,20240708
100,MATMAS,00000000000000000000000379,MARA,100000000000000100378,20221129
100,MATMAS,00000000000000000000000380,MARA,100000000000000100379,20230926
100,MATMAS,00000000000000000000000381,MARA,100000000000000100380,20220415
100,MATMAS,00000000000000000000000382,MARA,100000000000000100381,20231006
100,MATMAS,00000000000000000000000383,MARA,100000000000000100382,20231001
100,MATMAS,00000000000000000000000384,MARA,100000000000000100383,20230102
100,MATMAS,00000000000000000000000385,MARA,100000000000000100384,20240131
100,MATMAS,00000000000000000000000386,MARA,100000000000000100385,20240624
100,MATMAS,00000000000000000000000387,MARA,100000000000000100386,20220901
100,MATMAS,00000000000000000000000388,MARA,100000000000000100387,20240419
100,MATMAS,00000000000000000000000389,MARA,100000000000000100388,20241103
100,MATMAS,00000000000000000000000390,MARA,100000000000000100389,20230421
100,MATMAS,00000000000000000000000391,MARA,100000000000000100390,20230213
100,MATMAS,00000000000000000000000392,MARA,100000000000000100391,20240328
100,MATMAS,00000000000000000000000393,MARA,100000000000000100392,20220928
100,MATMAS,00000000000000000000000394,MARA,100000000000000100393,20240228
100,MATMAS,00000000000000000000000395,MARA,100000000000000100394,20230625
100,MATMAS,00000000000000000000000396,MARA,100000000000000100395,20230928
100,MATMAS,00000000000000000000000397,MARA,100000000000000100396,20231112
100,MATMAS,00000000000000000000000398,MARA,100000000000000100397,20240619
100,MATMAS,00000000000000000000000399,MARA,100000000000000100398,20220316
100,MATMAS,00000000000000000000000400,MARA,100000000000000100399,20220723
100,MATMAS,00000000000000000000000401,MARA,100000000000000100400,20220102
100,MATMAS,00000000000000000000000402,MARA,100000000000000100401,20231117
100,MATMAS,00000000000000000000000403,MARA,100000000000000100402,20220729
100,MATMAS,00000000000000000000000404,MARA,100000000000000100403,20240608
100,MATMAS,00000000000000000000000405,MARA,100000000000000100404,20230127
100,MATMAS,00000000000000000000000406,MARA,100000000000000100405,20230208
100,MATMAS,00000000000000000000000407,MARA,100000000000000100406,20240722
100,MATMAS,00000000000000000000000408,MARA,100000000000000100407,20240917
100,MATMAS,00000000000000000000000409,MARA,100000000000000100408,20221226
