MANDT,KOKRS,OBJNR,GJAHR,KSTAR,WTG001,TWAER
100,1000,OR00000000000000000044,2024,0000400130,11034.08,EUR
100,1000,OR00000000000000000045,2023,0000400140,7462.03,EUR
100,1000,OR00000000000000000046,2024,0000400150,13280.17,EUR
100,1000,OR00000000000000000047,2023,0000400160,7281.64,EUR
100,1000,OR00000000000000000048,2024,0000400170,16412.42,EUR
100,1000,OR00000000000000000049,2023,0000400180,4412.89,EUR
100,1000,OR00000000000000000050,2024,0000400190,10719.69,EUR
100,1000,OR00000000000000000051,2023,0000400200,2856.12,EUR
100,1000,OR00000000000000000052,2024,0000400210,5892.51,EUR
100,1000,OR00000000000000000053,2023,0000400220,19146.07,EUR
100,1000,OR00000000000000000054,2024,0000400230,15468.04,EUR
100,1000,OR00000000000000000055,2023,0000400240,9519.07,EUR
100,1000,OR00000000000000000056,2024,0000400250,15005.93,EUR
100,1000,OR00000000000000000057,2023,0000400260,12522.57,EUR
100,1000,OR00000000000000000058,2024,0000400270,12057.26,EUR
100,1000,OR00000000000000000059,2023,0000400280,13562.0,EUR
100,1000,OR00000000000000000060,2024,0000400290,7373.47,EUR
100,1000,OR00000000000000000061,2023,0000400000,15228.59,EUR
100,1000,OR00000000000000000062,2024,0000400010,9124.08,EUR
100,1000,OR00000000000000000063,2023,0000400020,9508.1,EUR
100,1000,OR00000000000000000064,2024,0000400030,10714.12,EUR
100,1000,OR00000000000000000065,2023,0000400040,9596.29,EUR
100,1000,OR00000000000000000066,2024,0000400050,2127.87,EUR
100,1000,OR00000000000000000067,2023,0000400060,18773.54,EUR
100,1000,OR00000000000000000068,2024,0000400070,5392.91,EUR
100,1000,OR00000000000000000069,2023,0000400080,3887.23,EUR
100,1000,OR00000000000000000070,2024,0000400090,18000.62,EUR
100,1000,OR00000000000000000071,2023,0000400100,1196.6,EUR
100,1000,OR00000000000000000072,2024,0000400110,10612.52,EUR
100,1000,OR00000000000000000073,2023,0000400120,4784.15,EUR
100,1000,OR00000000000000000074,2024,0000400130,3993.54,EUR
100,1000,OR00000000000000000075,2023,0000400140,2501.71,EUR
100,1000,OR00000000000000000076,2024,0000400150,10948.93,EUR
100,1000,OR00000000000000000077,2023,0000400160,3125.7,EUR
100,1000,OR00000000000000000078,2024,0000400170,11371.47,EUR
100,1000,OR00000000000000000079,2023,0000400180,12168.16,EUR
100,1000,OR00000000000000000080,2024,0000400190,15254.84,EUR
100,1000,OR00000000000000000081,2023,0000400200,7030.0,EUR
100,1000,OR00000000000000000082,2024,0000400210,18264.59,EUR
100,1000,OR00000000000000000083,2023,0000400220,5442.82,EUR
100,1000,OR00000000000000000084,2024,0000400230,12108.27,EUR
100,1000,OR00000000000000000085,2023,0000400240,18054.96,EUR
100,1000,OR00000000000000000086,2024,0000400250,5113.02,EUR
100,1000,OR00000000000000000087,2023,0000400260,8188.21,EUR
100,1000,OR00000000000000000088,2024,0000400270,13173.11,EUR
100,1000,OR00000000000000000089,2023,0000400280,9700.11,EUR
100,1000,OR00000000000000000090,2024,0000400290,5576.47,EUR
100,1000,OR00000000000000000091,2023,0000400000,14697.74,EUR
100,1000,OR00000000000000000092,2024,0000400010,8722.31,EUR
100,1000,OR00000000000000000093,2023,0000400020,3907.21,EUR
100,1000,OR00000000000000000094,2024,0000400030,14666.6,EUR
100,1000,OR00000000000000000095,2023,0000400040,11186.31,EUR
100,1000,OR00000000000000000096,2024,0000400050,6963.59,EUR
100,1000,OR00000000000000000097,2023,0000400060,5714.89,EUR
100,1000,OR00000000000000000098,2024,0000400070,8822.32,EUR
100,1000,OR00000000000000000099,2023,0000400080,2997.01,EUR
100,1000,OR00000000000000000100,2024,0000400090,12684.64,EUR
100,1000,OR00000000000000000101,2023,0000400100,17881.34,EUR
100,1000,OR00000000000000000102,2024,0000400110,2988.95,EUR
100,1000,OR00000000000000000103,2023,0000400120,6338.32,EUR
100,1000,OR00000000000000000104,2024,0000400130,14456.62,EUR
100,1000,OR00000000000000000105,2023,0000400140,16371.17,EUR
100,1000,OR00000000000000000106,2024,0000400150,833.73,EUR
100,1000,OR00000000000000000107,2023,0000400160,2352.39,EUR
100,1000,OR00000000000000000108,2024,0000400170,1957.65,EUR
100,1000,OR00000000000000000109,2023,0000400180,10757.44,EUR
100,1000,OR00000000000000000110,2024,0000400190,12106.52,EUR
100,1000,OR00000000000000000111,2023,0000400200,11307.34,EUR
100,1000,OR00000000000000000112,2024,0000400210,19316.27,EUR
100,1000,OR00000000000000000113,2023,0000400220,12608.1,EUR
100,1000,OR00000000000000000114,2024,0000400230,18758.09,EUR
100,1000,OR00000000000000000115,2023,0000400240,17037.48,EUR
100,1000,OR00000000000000000116,2024,0000400250,6709.32,EUR
100,1000,OR00000000000000000117,2023,0000400260,12276.06,EUR
100,1000,OR00000000000000000118,2024,0000400270,6393.31,EUR
100,1000,OR00000000000000000119,2023,0000400280,6038.46,EUR
100,1000,OR00000000000000000120,2024,0000400290,16551.83,EUR
100,1000,OR00000000000000000121,2023,0000400000,13675.29,EUR
100,1000,OR00000000000000000122,2024,0000400010,1607.93,EUR
100,1000,OR00000000000000000123,2023,0000400020,15367.04,EUR
100,1000,OR00000000000000000124,2024,0000400030,4685.51,EUR
100,1000,OR00000000000000000125,2023,0000400040,4220.94,EUR
100,1000,OR00000000000000000126,2024,0000400050,12051.29,EUR
100,1000,OR00000000000000000127,2023,0000400060,19335.87,EUR
100,1000,OR00000000000000000128,2024,0000400070,15259.72,EUR
100,1000,OR00000000000000000129,2023,0000400080,7863.98,EUR
100,1000,OR00000000000000000130,2024,0000400090,16036.93,EUR
100,1000,OR00000000000000000131,2023,0000400100,4941.73,EUR
100,1000,OR00000000000000000132,2024,0000400110,1220.51,EUR
100,1000,OR00000000000000000133,2023,0000400120,15008.91,EUR
100,1000,OR00000000000000000134,2024,0000400130,7635.55,EUR
100,1000,OR00000000000000000135,2023,0000400140,10368.86,EUR
100,1000,OR00000000000000000136,2024,0000400150,8209.41,EUR
100,1000,OR00000000000000000137,2023,0000400160,5197.34,EUR
100,1000,OR00000000000000000138,2024,0000400170,4556.39,EUR
100,1000,OR00000000000000000139,2023,0000400180,1653.05,EUR
100,1000,OR00000000000000000140,2024,0000400190,9630.67,EUR
100,1000,OR00000000000000000141,2023,0000400200,16315.5,EUR
100,1000,OR00000000000000000142,2024,0000400210,13981.5,EUR
100,1000,OR00000000000000000143,2023,0000400220,6819.11,EUR
100,1000,OR00000000000000000144,2024,0000400230,2622.9,EUR
100,1000,OR00000000000000000145,2023,0000400240,11459.2,EUR
100,1000,OR00000000000000000146,2024,0000400250,19030.62,EUR
100,1000,OR00000000000000000147,2023,0000400260,17529.51,EUR
100,1000,OR00000000000000000148,2024,0000400270,14032.55,EUR
100,1000,OR00000000000000000149,2023,0000400280,9894.14,EUR
100,1000,OR00000000000000000150,2024,0000400290,5851.87,EUR
100,1000,OR00000000000000000151,2023,0000400000,4199.83,EUR
100,1000,OR00000000000000000152,2024,0000400010,8932.02,EUR
100,1000,OR00000000000000000153,2023,0000400020,11267.96,EUR
100,1000,OR00000000000000000154,2024,0000400030,16336.45,EUR
100,1000,OR00000000000000000155,2023,0000400040,14646.39,EUR
100,1000,OR00000000000000000156,2024,0000400050,19222.59,EUR
100,1000,OR00000000000000000157,2023,0000400060,7548.19,EUR
100,1000,OR00000000000000000158,2024,0000400070,9145.28,EUR
100,1000,OR00000000000000000159,2023,0000400080,11505.24,EUR
100,1000,OR00000000000000000160,2024,0000400090,5311.96,EUR
100,1000,OR00000000000000000161,2023,0000400100,1275.63,EUR
100,1000,OR00000000000000000162,2024,0000400110,13382.15,EUR
100,1000,OR00000000000000000163,2023,0000400120,6062.69,EUR
100,1000,OR00000000000000000164,2024,0000400130,1026.26,EUR
100,1000,OR00000000000000000165,2023,0000400140,1629.19,EUR
100,1000,OR00000000000000000166,2024,0000400150,12255.91,EUR
100,1000,OR00000000000000000167,2023,0000400160,2958.42,EUR
100,1000,OR00000000000000000168,2024,0000400170,11851.78,EUR
100,1000,OR00000000000000000169,2023,0000400180,4955.73,EUR
100,1000,OR00000000000000000170,2024,0000400190,5915.65,EUR
100,1000,OR00000000000000000171,2023,0000400200,2569.48,EUR
100,1000,OR00000000000000000172,2024,0000400210,783.9,EUR
100,1000,OR00000000000000000173,2023,0000400220,8457.26,EUR
100,1000,OR00000000000000000174,2024,0000400230,7126.1,EUR
100,1000,OR00000000000000000175,2023,0000400240,12670.18,EUR
100,1000,OR00000000000000000176,2024,0000400250,6377.33,EUR
100,1000,OR00000000000000000177,2023,0000400260,6826.96,EUR
100,1000,OR00000000000000000178,2024,0000400270,3686.73,EUR
100,1000,OR00000000000000000179,2023,0000400280,5709.24,EUR
100,1000,OR00000000000000000180,2024,0000400290,8532.51,EUR
100,1000,OR00000000000000000181,2023,0000400000,13163.42,EUR
100,1000,OR00000000000000000182,2024,0000400010,13868.59,EUR
100,1000,OR00000000000000000183,2023,0000400020,19466.39,EUR
100,1000,OR00000000000000000184,2024,0000400030,15494.69,EUR
100,1000,OR00000000000000000185,2023,0000400040,1376.81,EUR
100,1000,OR00000000000000000186,2024,0000400050,5967.5,EUR
100,1000,OR00000000000000000187,2023,0000400060,17874.54,EUR
100,1000,OR00000000000000000188,2024,0000400070,11419.87,EUR
100,1000,OR00000000000000000189,2023,0000400080,9428.17,EUR
100,1000,OR00000000000000000190,2024,0000400090,6313.37,EUR
100,1000,OR00000000000000000191,2023,0000400100,11998.68,EUR
100,1000,OR00000000000000000192,2024,0000400110,3660.93,EUR
100,1000,OR00000000000000000193,2023,0000400120,1151.53,EUR
100,1000,OR00000000000000000194,2024,0000400130,8400.3,EUR
100,1000,OR00000000000000000195,2023,0000400140,8518.48,EUR
100,1000,OR00000000000000000196,2024,0000400150,18559.25,EUR
100,1000,OR00000000000000000197,2023,0000400160,6479.75,EUR
100,1000,OR00000000000000000198,2024,0000400170,10410.74,EUR
100,1000,OR00000000000000000199,2023,0000400180,7001.69,EUR
100,1000,OR00000000000000000200,2024,0000400190,5034.52,EUR
100,1000,OR00000000000000000201,2023,0000400200,1350.07,EUR
100,1000,OR00000000000000000202,2024,0000400210,696.03,EUR
100,1000,OR00000000000000000203,2023,0000400220,2213.83,EUR
100,1000,OR00000000000000000204,2024,0000400230,13575.58,EUR
100,1000,OR00000000000000000205,2023,0000400240,16233.98,EUR
100,1000,OR00000000000000000206,2024,0000400250,19083.13,EUR
100,1000,OR00000000000000000207,2023,0000400260,6387.81,EUR
100,1000,OR00000000000000000208,2024,0000400270,11382.94,EUR
100,1000,OR00000000000000000209,2023,0000400280,14070.38,EUR
100,1000,OR00000000000000000210,2024,0000400290,4780.51,EUR
100,1000,OR00000000000000000211,2023,0000400000,8285.81,EUR
100,1000,OR00000000000000000212,2024,0000400010,15356.76,EUR
100,1000,OR00000000000000000213,2023,0000400020,1019.29,EUR
100,1000,OR00000000000000000214,2024,0000400030,18483.03,EUR
100,1000,OR00000000000000000215,2023,0000400040,6272.55,EUR
100,1000,OR00000000000000000216,2024,0000400050,10315.79,EUR
100,1000,OR00000000000000000217,2023,0000400060,6049.7,EUR
100,1000,OR00000000000000000218,2024,0000400070,15618.22,EUR
100,1000,OR00000000000000000219,2023,0000400080,6069.47,EUR
100,1000,OR00000000000000000220,2024,0000400090,1883.28,EUR
100,1000,OR00000000000000000221,2023,0000400100,3366.04,EUR
100,1000,OR00000000000000000222,2024,0000400110,9696.48,EUR
100,1000,OR00000000000000000223,2023,0000400120,8447.12,EUR
100,1000,OR00000000000000000224,2024,0000400130,18321.18,EUR
100,1000,OR00000000000000000225,2023,0000400140,18319.29,EUR
100,1000,OR00000000000000000226,2024,0000400150,10018.04,EUR
100,1000,OR00000000000000000227,2023,0000400160,11538.9,EUR
100,1000,OR00000000000000000228,2024,0000400170,18772.99,EUR
100,1000,OR00000000000000000229,2023,0000400180,6086.82,EUR
100,1000,OR00000000000000000230,2024,0000400190,17130.47,EUR
100,1000,OR00000000000000000231,2023,0000400200,17292.97,EUR
100,1000,OR00000000000000000232,2024,0000400210,541.73,EUR
100,1000,OR00000000000000000233,2023,0000400220,5723.2,EUR
100,1000,OR00000000000000000234,2024,0000400230,5384.33,EUR
100,1000,OR00000000000000000235,2023,0000400240,3680.9,EUR
100,1000,OR00000000000000000236,2024,0000400250,15765.1,EUR
100,1000,OR00000000000000000237,2023,0000400260,9190.06,EUR
100,1000,OR00000000000000000238,2024,0000400270,4453.8,EUR
100,1000,OR00000000000000000239,2023,0000400280,10290.49,EUR
100,1000,OR00000000000000000240,2024,0000400290,1685.37,EUR
100,1000,OR00000000000000000241,2023,0000400000,13155.68,EUR
100,1000,OR00000000000000000242,2024,0000400010,19888.55,EUR
100,1000,OR00000000000000000243,2023,0000400020,13021.5,EUR
100,1000,OR00000000000000000244,2024,0000400030,8749.53,EUR
100,1000,OR00000000000000000245,2023,0000400040,4932.15,EUR
100,1000,OR00000000000000000246,2024,0000400050,12965.64,EUR
100,1000,OR00000000000000000247,2023,0000400060,3926.11,EUR
100,1000,OR00000000000000000248,2024,0000400070,4219.83,EUR
100,1000,OR00000000000000000249,2023,0000400080,2116.23,EUR
100,1000,OR00000000000000000250,2024,0000400090,9982.01,EUR
100,1000,OR00000000000000000251,2023,0000400100,17976.64,EUR
100,1000,OR00000000000000000252,2024,0000400110,5986.27,EUR
100,1000,OR00000000000000000253,2023,0000400120,15330.33,EUR
100,1000,OR00000000000000000254,2024,0000400130,3354.22,EUR
100,1000,OR00000000000000000255,2023,0000400140,3416.61,EUR
100,1000,OR00000000000000000256,2024,0000400150,9941.64,EUR
100,1000,OR00000000000000000257,2023,0000400160,2630.45,EUR
100,1000,OR00000000000000000258,2024,0000400170,10132.08,EUR
100,1000,OR00000000000000000259,2023,0000400180,15507.38,EUR
100,1000,OR00000000000000000260,2024,0000400190,3046.68,EUR
100,1000,OR00000000000000000261,2023,0000400200,10865.45,EUR
100,1000,OR00000000000000000262,2024,0000400210,17986.07,EUR
100,1000,OR00000000000000000263,2023,0000400220,12713.6,EUR
100,1000,OR00000000000000000264,2024,0000400230,13142.89,EUR
100,1000,OR00000000000000000265,2023,0000400240,16317.43,EUR
100,1000,OR00000000000000000266,2024,0000400250,17756.3,EUR
100,1000,OR00000000000000000267,2023,0000400260,13129.77,EUR
100,1000,OR00000000000000000268,2024,0000400270,9268.79,EUR
100,1000,OR00000000000000000269,2023,0000400280,11910.01,EUR
100,1000,OR00000000000000000270,2024,0000400290,8403.44,EUR
100,1000,OR00000000000000000271,2023,0000400000,14491.27,EUR
100,1000,OR00000000000000000272,2024,0000400010,12976.7,EUR
100,1000,OR00000000000000000273,2023,0000400020,18423.39,EUR
100,1000,OR00000000000000000274,2024,0000400030,4355.93,EUR
100,1000,OR00000000000000000275,2023,0000400040,5016.36,EUR
100,1000,OR00000000000000000276,2024,0000400050,18152.91,EUR
100,1000,OR00000000000000000277,2023,0000400060,16106.16,EUR
100,1000,OR00000000000000000278,2024,0000400070,5731.18,EUR
100,1000,OR00000000000000000279,2023,0000400080,17138.45,EUR
100,1000,OR00000000000000000280,2024,0000400090,14741.46,EUR
100,1000,OR00000000000000000281,2023,0000400100,12011.79,EUR
100,1000,OR00000000000000000282,2024,0000400110,18432.72,EUR
100,1000,OR00000000000000000283,2023,0000400120,1677.55,EUR
100,1000,OR00000000000000000284,2024,0000400130,5451.44,EUR
100,1000,OR00000000000000000285,2023,0000400140,9601.65,EUR
100,1000,OR00000000000000000286,2024,0000400150,7394.33,EUR
100,1000,OR00000000000000000287,2023,0000400160,13680.18,EUR
100,1000,OR00000000000000000288,2024,0000400170,11963.74,EUR
100,1000,OR00000000000000000289,2023,0000400180,7865.33,EUR
100,1000,OR00000000000000000290,2024,0000400190,5469.24,EUR
100,1000,OR00000000000000000291,2023,0000400200,7222.94,EUR
100,1000,OR00000000000000000292,2024,0000400210,15004.17,EUR
100,1000,OR00000000000000000293,2023,0000400220,1764.41,EUR
100,1000,OR00000000000000000294,2024,0000400230,2539.77,EUR
100,1000,OR00000000000000000295,2023,0000400240,13521.05,EUR
100,1000,OR00000000000000000296,2024,0000400250,1925.88,EUR
100,1000,OR00000000000000000297,2023,0000400260,16071.14,EUR
100,1000,OR00000000000000000298,2024,0000400270,6581.8,EUR
100,1000,OR00000000000000000299,2023,0000400280,2627.49,EUR
100,1000,OR00000000000000000300,2024,0000400290,12415.53,EUR
100,1000,OR00000000000000000301,2023,0000400000,13712.19,EUR
100,1000,OR00000000000000000302,2024,0000400010,18663.01,EUR
100,1000,OR00000000000000000303,2023,0000400020,8563.94,EUR
100,1000,OR00000000000000000304,2024,0000400030,5965.11,EUR
100,1000,OR00000000000000000305,2023,0000400040,14188.49,EUR
100,1000,OR00000000000000000306,2024,0000400050,13827.22,EUR
100,1000,OR00000000000000000307,2023,0000400060,9411.68,EUR
100,1000,OR00000000000000000308,2024,0000400070,11424.08,EUR
100,1000,OR00000000000000000309,2023,0000400080,11903.78,EUR
100,1000,OR00000000000000000310,2024,0000400090,19569.09,EUR
100,1000,OR00000000000000000311,2023,0000400100,1143.51,EUR
100,1000,OR00000000000000000312,2024,0000400110,5063.71,EUR
100,1000,OR00000000000000000313,2023,0000400120,2845.07,EUR
100,1000,OR00000000000000000314,2024,0000400130,6384.92,EUR
100,1000,OR00000000000000000315,2023,0000400140,3454.75,EUR
100,1000,OR00000000000000000316,2024,0000400150,15903.0,EUR
100,1000,OR00000000000000000317,2023,0000400160,12279.68,EUR
100,1000,OR00000000000000000318,2024,0000400170,14327.98,EUR
100,1000,OR00000000000000000319,2023,0000400180,19666.74,EUR
100,1000,OR00000000000000000320,2024,0000400190,12477.33,EUR
100,1000,OR00000000000000000321,2023,0000400200,19651.38,EUR
100,1000,OR00000000000000000322,2024,0000400210,4655.34,EUR
100,1000,OR00000000000000000323,2023,0000400220,2568.44,EUR
100,1000,OR00000000000000000324,2024,0000400230,5054.94,EUR
100,1000,OR00000000000000000325,2023,0000400240,4217.9,EUR
100,1000,OR00000000000000000326,2024,0000400250,1812.62,EUR
100,1000,OR00000000000000000327,2023,0000400260,10069.5,EUR
100,1000,OR00000000000000000328,2024,0000400270,15683.83,EUR
100,1000,OR00000000000000000329,2023,0000400280,19102.3,EUR
100,1000,OR00000000000000000330,2024,0000400290,2283.51,EUR
100,1000,OR00000000000000000331,2023,0000400000,7769.41,EUR
100,1000,OR00000000000000000332,2024,0000400010,14057.39,EUR
100,1000,OR00000000000000000333,2023,0000400020,17692.81,EUR
100,1000,OR00000000000000000334,2024,0000400030,14528.59,EUR
100,1000,OR00000000000000000335,2023,0000400040,1554.31,EUR
100,1000,OR00000000000000000336,2024,0000400050,11092.65,EUR
100,1000,OR00000000000000000337,2023,0000400060,1754.27,EUR
100,1000,OR00000000000000000338,2024,0000400070,19064.46,EUR
100,1000,OR00000000000000000339,2023,0000400080,9106.88,EUR
100,1000,OR00000000000000000340,2024,0000400090,16984.03,EUR
100,1000,OR00000000000000000341,2023,0000400100,8373.02,EUR
100,1000,OR00000000000000000342,2024,0000400110,5854.5,EUR
100,1000,OR00000000000000000343,2023,0000400120,6398.25,EUR
100,1000,OR00000000000000000344,2024,0000400130,9263.78,EUR
100,1000,OR00000000000000000345,2023,0000400140,13548.02,EUR
100,1000,OR00000000000000000346,2024,0000400150,7126.38,EUR
100,1000,OR00000000000000000347,2023,0000400160,9055.6,EUR
100,1000,OR00000000000000000348,2024,0000400170,13262.33,EUR
100,1000,OR00000000000000000349,2023,0000400180,2237.41,EUR
100,1000,OR00000000000000000350,2024,0000400190,7489.22,EUR
100,1000,OR00000000000000000351,2023,0000400200,14376.27,EUR
100,1000,OR00000000000000000352,2024,0000400210,19208.96,EUR
100,1000,OR00000000000000000353,2023,0000400220,6042.42,EUR
100,1000,OR00000000000000000354,2024,0000400230,7253.72,EUR
100,1000,OR00000000000000000355,2023,0000400240,8257.52,EUR
100,1000,OR00000000000000000356,2024,0000400250,19071.76,EUR
100,1000,OR00000000000000000357,2023,0000400260,7863.05,EUR
100,1000,OR00000000000000000358,2024,0000400270,16650.79,EUR
100,1000,OR00000000000000000359,2023,0000400280,5719.36,EUR
100,1000,OR00000000000000000360,2024,0000400290,1080.83,EUR
100,1000,OR00000000000000000361,2023,0000400000,6287.96,EUR
100,1000,OR00000000000000000362,2024,0000400010,16982.28,EUR
100,1000,OR00000000000000000363,2023,0000400020,6629.02,EUR
100,1000,OR00000000000000000364,2024,0000400030,10054.0,EUR
100,1000,OR00000000000000000365,2023,0000400040,19582.15,EUR
100,1000,OR00000000000000000366,2024,0000400050,6412.28,EUR
100,1000,OR00000000000000000367,2023,0000400060,6938.21,EUR
100,1000,OR00000000000000000368,2024,0000400070,8334.65,EUR
100,1000,OR00000000000000000369,2023,0000400080,19470.57,EUR
100,1000,OR00000000000000000370,2024,0000400090,17055.72,EUR
100,1000,OR00000000000000000371,2023,0000400100,1015.89,EUR
100,1000,OR00000000000000000372,2024,0000400110,14782.41,EUR
100,1000,OR00000000000000000373,2023,0000400120,13331.69,EUR
100,1000,OR00000000000000000374,2024,0000400130,3429.85,EUR
100,1000,OR00000000000000000375,2023,0000400140,6512.66,EUR
100,1000,OR00000000000000000376,2024,0000400150,7864.24,EUR
100,1000,OR00000000000000000377,2023,0000400160,19508.02,EUR
100,1000,OR00000000000000000378,2024,0000400170,6857.26,EUR
100,1000,OR00000000000000000379,2023,0000400180,6078.92,EUR
100,1000,OR00000000000000000380,2024,0000400190,4260.15,EUR
100,1000,OR00000000000000000381,2023,0000400200,1931.09,EUR
100,1000,OR00000000000000000382,2024,0000400210,12231.53,EUR
100,1000,OR00000000000000000383,2023,0000400220,15813.74,EUR
100,1000,OR00000000000000000384,2024,0000400230,13637.19,EUR
100,1000,OR00000000000000000385,2023,0000400240,16442.49,EUR
100,1000,OR00000000000000000386,2024,0000400250,18882.55,EUR
100,1000,OR00000000000000000387,2023,0000400260,2347.44,EUR
100,1000,OR00000000000000000388,2024,0000400270,17256.98,EUR
100,1000,OR00000000000000000389,2023,0000400280,3489.94,EUR
100,1000,OR00000000000000000390,2024,0000400290,1838.69,EUR
100,1000,OR00000000000000000391,2023,0000400000,16978.85,EUR
100,1000,OR00000000000000000392,2024,0000400010,11183.93,EUR
100,1000,OR00000000000000000393,2023,0000400020,1142.54,EUR
100,1000,OR00000000000000000394,2024,0000400030,8302.25,EUR
100,1000,OR00000000000000000395,2023,0000400040,5038.33,EUR
100,1000,OR00000000000000000396,2024,0000400050,18520.46,EUR
100,1000,OR00000000000000000397,2023,0000400060,13850.42,EUR
100,1000,OR00000000000000000398,2024,0000400070,11068.17,EUR
100,1000,OR00000000000000000399,2023,0000400080,19897.09,EUR
100,1000,OR00000000000000000400,2024,0000400090,17692.02,EUR
100,1000,OR00000000000000000401,2023,0000400100,3510.74,EUR
100,1000,OR00000000000000000402,2024,0000400110,17021.26,EUR
100,1000,OR00000000000000000403,2023,0000400120,9084.94,EUR
100,1000,OR00000000000000000404,2024,0000400130,3373.62,EUR
100,1000,OR00000000000000000405,2023,0000400140,14370.73,EUR
100,1000,OR00000000000000000406,2024,0000400150,1813.87,EUR
100,1000,OR00000000000000000407,2023,0000400160,9663.98,EUR
100,1000,OR00000000000000000408,2024,0000400170,15190.67,EUR
100,1000,OR00000000000000000409,2023,0000400180,7325.95,EUR
100,1000,OR00000000000000000410,2024,0000400190,11752.53,EUR
100,1000,OR00000000000000000411,2023,0000400200,6822.09,EUR
100,1000,OR00000000000000000412,2024,0000400210,7026.42,EUR
100,1000,OR00000000000000000413,2023,0000400220,14940.95,EUR
100,1000,OR00000000000000000414,2024,0000400230,19703.62,EUR
100,1000,OR00000000000000000415,2023,0000400240,18508.26,EUR
100,1000,OR00000000000000000416,2024,0000400250,18291.19,EUR
100,1000,OR00000000000000000417,2023,0000400260,6618.1,EUR
100,1000,OR00000000000000000418,2024,0000400270,6738.75,EUR
100,1000,OR00000000000000000419,2023,0000400280,17278.73,EUR
100,1000,OR00000000000000000420,2024,0000400290,5829.23,EUR
100,1000,OR00000000000000000421,2023,0000400000,9277.52,EUR
100,1000,OR00000000000000000422,2024,0000400010,10813.4,EUR
100,1000,OR00000000000000000423,2023,0000400020,14978.57,EUR
100,1000,OR00000000000000000424,2024,0000400030,620.72,EUR
100,1000,OR00000000000000000425,2023,0000400040,11894.41,EUR
100,1000,OR00000000000000000426,2024,0000400050,11079.22,EUR
100,1000,OR00000000000000000427,2023,0000400060,7359.87,EUR
100,1000,OR00000000000000000428,2024,0000400070,13677.53,EUR
100,1000,OR00000000000000000429,2023,0000400080,2508.31,EUR
100,1000,OR00000000000000000430,2024,0000400090,9159.95,EUR
100,1000,OR00000000000000000431,2023,0000400100,8675.22,EUR
100,1000,OR00000000000000000432,2024,0000400110,16574.63,EUR
100,1000,OR00000000000000000433,2023,0000400120,9502.13,EUR
100,1000,OR00000000000000000434,2024,0000400130,2404.69,EUR
100,1000,OR00000000000000000435,2023,0000400140,1147.24,EUR
