MANDT,PERNR,ENDDA,BEGDA,LGART,BETRG,WAESSION
100,00000108,99991231,20200101,0003,166.62,EUR
100,00000109,99991231,20200101,0004,51.75,EUR
100,00000110,99991231,20200101,0005,473.29,EUR
100,00000111,99991231,20200101,0001,368.26,EUR
100,00000112,99991231,20200101,0002,346.16,EUR
100,00000113,99991231,20200101,0003,373.77,EUR
100,00000114,99991231,20200101,0004,496.44,EUR
100,00000115,99991231,20200101,0005,486.52,EUR
100,00000116,99991231,20200101,0001,203.86,EUR
100,00000117,99991231,20200101,0002,452.93,EUR
100,00000118,99991231,20200101,0003,482.38,EUR
100,00000119,99991231,20200101,0004,444.26,EUR
100,00000120,99991231,20200101,0005,113.49,EUR
100,00000121,99991231,20200101,0001,403.62,EUR
100,00000122,99991231,20200101,0002,74.72,EUR
100,00000123,99991231,20200101,0003,495.1,EUR
100,00000124,99991231,20200101,0004,482.15,EUR
100,00000125,99991231,20200101,0005,187.95,EUR
100,00000126,99991231,20200101,0001,371.99,EUR
100,00000127,99991231,20200101,0002,421.44,EUR
100,00000128,99991231,20200101,0003,309.13,EUR
100,00000129,99991231,20200101,0004,136.02,EUR
100,00000130,99991231,20200101,0005,58.44,EUR
100,00000131,99991231,20200101,0001,187.13,EUR
100,00000132,99991231,20200101,0002,283.47,EUR
100,00000133,99991231,20200101,0003,306.5,EUR
100,00000134,99991231,20200101,0004,441.12,EUR
100,00000135,99991231,20200101,0005,205.51,EUR
100,00000136,99991231,20200101,0001,463.91,EUR
100,00000137,99991231,20200101,0002,252.56,EUR
100,00000138,99991231,20200101,0003,380.79,EUR
100,00000139,99991231,20200101,0004,120.79,EUR
100,00000140,99991231,20200101,0005,253.09,EUR
100,00000141,99991231,20200101,0001,358.03,EUR
100,00000142,99991231,20200101,0002,316.39,EUR
100,00000143,99991231,20200101,0003,315.89,EUR
100,00000144,99991231,20200101,0004,229.05,EUR
100,00000145,99991231,20200101,0005,245.24,EUR
100,00000146,99991231,20200101,0001,164.71,EUR
100,00000147,99991231,20200101,0002,176.6,EUR
100,00000148,99991231,20200101,0003,339.33,EUR
100,00000149,99991231,20200101,0004,139.3,EUR
100,00000150,99991231,20200101,0005,313.18,EUR
100,00000151,99991231,20200101,0001,463.33,EUR
100,00000152,99991231,20200101,0002,216.06,EUR
100,00000153,99991231,20200101,0003,285.5,EUR
100,00000154,99991231,20200101,0004,212.34,EUR
100,00000155,99991231,20200101,0005,454.86,EUR
100,00000156,99991231,20200101,0001,485.86,EUR
100,00000157,99991231,20200101,0002,68.23,EUR
100,00000158,99991231,20200101,0003,209.33,EUR
100,00000159,99991231,20200101,0004,441.25,EUR
100,00000160,99991231,20200101,0005,110.04,EUR
100,00000161,99991231,20200101,0001,470.63,EUR
100,00000162,99991231,20200101,0002,163.19,EUR
100,00000163,99991231,20200101,0003,209.06,EUR
100,00000164,99991231,20200101,0004,106.17,EUR
100,00000165,99991231,20200101,0005,282.14,EUR
100,00000166,99991231,20200101,0001,301.54,EUR
100,00000167,99991231,20200101,0002,185.21,EUR
100,00000168,99991231,20200101,0003,200.0,EUR
100,00000169,99991231,20200101,0004,181.5,EUR
100,00000170,99991231,20200101,0005,384.65,EUR
100,00000171,99991231,20200101,0001,486.9,EUR
100,00000172,99991231,20200101,0002,110.26,EUR
100,00000173,99991231,20200101,0003,429.3,EUR
100,00000174,99991231,20200101,0004,441.45,EUR
100,00000175,99991231,20200101,0005,323.27,EUR
100,00000176,99991231,20200101,0001,227.18,EUR
100,00000177,99991231,20200101,0002,218.72,EUR
100,00000178,99991231,20200101,0003,276.26,EUR
100,00000179,99991231,20200101,0004,158.37,EUR
100,00000180,99991231,20200101,0005,432.59,EUR
100,00000181,99991231,20200101,0001,216.73,EUR
100,00000182,99991231,20200101,0002,175.94,EUR
100,00000183,99991231,20200101,0003,145.72,EUR
100,00000184,99991231,20200101,0004,477.18,EUR
100,00000185,99991231,20200101,0005,76.98,EUR
100,00000186,99991231,20200101,0001,188.36,EUR
100,00000187,99991231,20200101,0002,392.2,EUR
100,00000188,99991231,20200101,0003,381.47,EUR
100,00000189,99991231,20200101,0004,176.97,EUR
100,00000190,99991231,20200101,0005,62.02,EUR
100,00000191,99991231,20200101,0001,446.93,EUR
100,00000192,99991231,20200101,0002,479.89,EUR
100,00000193,99991231,20200101,0003,122.96,EUR
100,00000194,99991231,20200101,0004,477.78,EUR
100,00000195,99991231,20200101,0005,123.8,EUR
100,00000196,99991231,20200101,0001,149.32,EUR
100,00000197,99991231,20200101,0002,300.8,EUR
100,00000198,99991231,20200101,0003,214.29,EUR
100,00000199,99991231,20200101,0004,223.0,EUR
100,00000200,99991231,20200101,0005,333.02,EUR
100,00000201,99991231,20200101,0001,427.8,EUR
100,00000202,99991231,20200101,0002,212.07,EUR
100,00000203,99991231,20200101,0003,145.3,EUR
100,00000204,99991231,20200101,0004,397.59,EUR
100,00000205,99991231,20200101,0005,249.64,EUR
100,00000206,99991231,20200101,0001,481.27,EUR
100,00000207,99991231,20200101,0002,312.56,EUR
100,00000208,99991231,20200101,0003,286.22,EUR
100,00000209,99991231,20200101,0004,246.34,EUR
100,00000210,99991231,20200101,0005,302.01,EUR
100,00000211,99991231,20200101,0001,284.25,EUR
100,00000212,99991231,20200101,0002,368.29,EUR
100,00000213,99991231,20200101,0003,76.83,EUR
100,00000214,99991231,20200101,0004,468.38,EUR
100,00000215,99991231,20200101,0005,425.99,EUR
100,00000216,99991231,20200101,0001,316.99,EUR
100,00000217,99991231,20200101,0002,300.81,EUR
100,00000218,99991231,20200101,0003,477.49,EUR
100,00000219,99991231,20200101,0004,141.34,EUR
100,00000220,99991231,20200101,0005,169.95,EUR
100,00000221,99991231,20200101,0001,175.02,EUR
100,00000222,99991231,20200101,0002,496.37,EUR
100,00000223,99991231,20200101,0003,330.42,EUR
100,00000224,99991231,20200101,0004,253.42,EUR
100,00000225,99991231,20200101,0005,467.4,EUR
100,00000226,99991231,20200101,0001,272.68,EUR
100,00000227,99991231,20200101,0002,176.63,EUR
100,00000228,99991231,20200101,0003,399.66,EUR
100,00000229,99991231,20200101,0004,240.94,EUR
100,00000230,99991231,20200101,0005,237.96,EUR
100,00000231,99991231,20200101,0001,340.74,EUR
100,00000232,99991231,20200101,0002,487.98,EUR
100,00000233,99991231,20200101,0003,169.85,EUR
100,00000234,99991231,20200101,0004,299.44,EUR
100,00000235,99991231,20200101,0005,240.31,EUR
100,00000236,99991231,20200101,0001,122.23,EUR
100,00000237,99991231,20200101,0002,259.43,EUR
100,00000238,99991231,20200101,0003,266.52,EUR
100,00000239,99991231,20200101,0004,282.99,EUR
100,00000240,99991231,20200101,0005,430.82,EUR
100,00000241,99991231,20200101,0001,99.92,EUR
100,00000242,99991231,20200101,0002,215.98,EUR
100,00000243,99991231,20200101,0003,487.89,EUR
100,00000244,99991231,20200101,0004,397.01,EUR
100,00000245,99991231,20200101,0005,272.63,EUR
100,00000246,99991231,20200101,0001,452.13,EUR
100,00000247,99991231,20200101,0002,212.48,EUR
100,00000248,99991231,20200101,0003,295.74,EUR
100,00000249,99991231,20200101,0004,235.53,EUR
100,00000250,99991231,20200101,0005,145.53,EUR
100,00000251,99991231,20200101,0001,234.14,EUR
100,00000252,99991231,20200101,0002,353.34,EUR
100,00000253,99991231,20200101,0003,87.46,EUR
100,00000254,99991231,20200101,0004,145.69,EUR
100,00000255,99991231,20200101,0005,253.15,EUR
100,00000256,99991231,20200101,0001,120.79,EUR
100,00000257,99991231,20200101,0002,380.59,EUR
100,00000258,99991231,20200101,0003,287.35,EUR
100,00000259,99991231,20200101,0004,345.94,EUR
100,00000260,99991231,20200101,0005,430.93,EUR
100,00000261,99991231,20200101,0001,459.44,EUR
100,00000262,99991231,20200101,0002,66.39,EUR
100,00000263,99991231,20200101,0003,287.51,EUR
100,00000264,99991231,20200101,0004,251.35,EUR
100,00000265,99991231,20200101,0005,102.55,EUR
100,00000266,99991231,20200101,0001,378.45,EUR
100,00000267,99991231,20200101,0002,103.78,EUR
100,00000268,99991231,20200101,0003,307.63,EUR
100,00000269,99991231,20200101,0004,226.41,EUR
100,00000270,99991231,20200101,0005,252.87,EUR
100,00000271,99991231,20200101,0001,376.54,EUR
100,00000272,99991231,20200101,0002,206.53,EUR
100,00000273,99991231,20200101,0003,135.32,EUR
100,00000274,99991231,20200101,0004,361.32,EUR
100,00000275,99991231,20200101,0005,217.13,EUR
100,00000276,99991231,20200101,0001,329.18,EUR
100,00000277,99991231,20200101,0002,211.92,EUR
100,00000278,99991231,20200101,0003,318.99,EUR
100,00000279,99991231,20200101,0004,61.77,EUR
100,00000280,99991231,20200101,0005,67.23,EUR
100,00000281,99991231,20200101,0001,312.91,EUR
100,00000282,99991231,20200101,0002,267.64,EUR
100,00000283,99991231,20200101,0003,386.96,EUR
100,00000284,99991231,20200101,0004,350.15,EUR
100,00000285,99991231,20200101,0005,94.61,EUR
100,00000286,99991231,20200101,0001,123.79,EUR
100,00000287,99991231,20200101,0002,115.64,EUR
100,00000288,99991231,20200101,0003,351.71,EUR
100,00000289,99991231,20200101,0004,61.17,EUR
100,00000290,99991231,20200101,0005,282.94,EUR
100,00000291,99991231,20200101,0001,91.28,EUR
100,00000292,99991231,20200101,0002,98.07,EUR
100,00000293,99991231,20200101,0003,335.37,EUR
100,00000294,99991231,20200101,0004,428.02,EUR
100,00000295,99991231,20200101,0005,363.09,EUR
100,00000296,99991231,20200101,0001,314.48,EUR
100,00000297,99991231,20200101,0002,206.12,EUR
100,00000298,99991231,20200101,0003,101.92,EUR
100,00000299,99991231,20200101,0004,75.15,EUR
100,00000300,99991231,20200101,0005,237.75,EUR
100,00000301,99991231,20200101,0001,184.34,EUR
100,00000302,99991231,20200101,0002,113.01,EUR
100,00000303,99991231,20200101,0003,103.29,EUR
100,00000304,99991231,20200101,0004,324.46,EUR
100,00000305,99991231,20200101,0005,155.38,EUR
100,00000306,99991231,20200101,0001,372.66,EUR
100,00000307,99991231,20200101,0002,331.31,EUR
100,00000308,99991231,20200101,0003,407.75,EUR
100,00000309,99991231,20200101,0004,99.78,EUR
100,00000310,99991231,20200101,0005,112.97,EUR
100,00000311,99991231,20200101,0001,287.74,EUR
100,00000312,99991231,20200101,0002,483.92,EUR
100,00000313,99991231,20200101,0003,225.69,EUR
100,00000314,99991231,20200101,0004,372.99,EUR
100,00000315,99991231,20200101,0005,307.65,EUR
100,00000316,99991231,20200101,0001,78.2,EUR
100,00000317,99991231,20200101,0002,154.25,EUR
100,00000318,99991231,20200101,0003,351.34,EUR
100,00000319,99991231,20200101,0004,205.46,EUR
100,00000320,99991231,20200101,0005,334.1,EUR
100,00000321,99991231,20200101,0001,321.05,EUR
100,00000322,99991231,20200101,0002,362.01,EUR
100,00000323,99991231,20200101,0003,137.11,EUR
100,00000324,99991231,20200101,0004,330.72,EUR
100,00000325,99991231,20200101,0005,63.55,EUR
100,00000326,99991231,20200101,0001,425.51,EUR
100,00000327,99991231,20200101,0002,364.32,EUR
100,00000328,99991231,20200101,0003,345.7,EUR
100,00000329,99991231,20200101,0004,206.38,EUR
100,00000330,99991231,20200101,0005,289.4,EUR
100,00000331,99991231,20200101,0001,134.42,EUR
100,00000332,99991231,20200101,0002,411.2,EUR
100,00000333,99991231,20200101,0003,330.62,EUR
100,00000334,99991231,20200101,0004,298.39,EUR
100,00000335,99991231,20200101,0005,150.12,EUR
100,00000336,99991231,20200101,0001,476.35,EUR
100,00000337,99991231,20200101,0002,473.23,EUR
100,00000338,99991231,20200101,0003,302.49,EUR
100,00000339,99991231,20200101,0004,257.63,EUR
100,00000340,99991231,20200101,0005,208.75,EUR
100,00000341,99991231,20200101,0001,345.95,EUR
100,00000342,99991231,20200101,0002,85.59,EUR
100,00000343,99991231,20200101,0003,83.23,EUR
100,00000344,99991231,20200101,0004,442.61,EUR
100,00000345,99991231,20200101,0005,386.32,EUR
100,00000346,99991231,20200101,0001,130.46,EUR
100,00000347,99991231,20200101,0002,124.18,EUR
100,00000348,99991231,20200101,0003,148.54,EUR
100,00000349,99991231,20200101,0004,58.92,EUR
100,00000350,99991231,20200101,0005,278.88,EUR
100,00000351,99991231,20200101,0001,293.16,EUR
100,00000352,99991231,20200101,0002,211.02,EUR
100,00000353,99991231,20200101,0003,226.76,EUR
100,00000354,99991231,20200101,0004,452.4,EUR
100,00000355,99991231,20200101,0005,290.01,EUR
100,00000356,99991231,20200101,0001,346.88,EUR
100,00000357,99991231,20200101,0002,347.38,EUR
100,00000358,99991231,20200101,0003,336.64,EUR
100,00000359,99991231,20200101,0004,171.69,EUR
100,00000360,99991231,20200101,0005,286.29,EUR
100,00000361,99991231,20200101,0001,336.07,EUR
100,00000362,99991231,20200101,0002,442.63,EUR
100,00000363,99991231,20200101,0003,362.19,EUR
100,00000364,99991231,20200101,0004,387.51,EUR
100,00000365,99991231,20200101,0005,186.46,EUR
100,00000366,99991231,20200101,0001,207.88,EUR
100,00000367,99991231,20200101,0002,215.38,EUR
100,00000368,99991231,20200101,0003,175.98,EUR
100,00000369,99991231,20200101,0004,146.26,EUR
100,00000370,99991231,20200101,0005,192.62,EUR
100,00000371,99991231,20200101,0001,253.28,EUR
100,00000372,99991231,20200101,0002,467.54,EUR
100,00000373,99991231,20200101,0003,458.2,EUR
100,00000374,99991231,20200101,0004,412.54,EUR
100,00000375,99991231,20200101,0005,242.53,EUR
100,00000376,99991231,20200101,0001,427.94,EUR
100,00000377,99991231,20200101,0002,197.48,EUR
100,00000378,99991231,20200101,0003,307.5,EUR
100,00000379,99991231,20200101,0004,249.98,EUR
100,00000380,99991231,20200101,0005,447.64,EUR
100,00000381,99991231,20200101,0001,97.43,EUR
100,00000382,99991231,20200101,0002,77.23,EUR
100,00000383,99991231,20200101,0003,348.15,EUR
100,00000384,99991231,20200101,0004,64.0,EUR
100,00000385,99991231,20200101,0005,406.88,EUR
100,00000386,99991231,20200101,0001,252.84,EUR
100,00000387,99991231,20200101,0002,289.94,EUR
100,00000388,99991231,20200101,0003,165.58,EUR
100,00000389,99991231,20200101,0004,309.16,EUR
100,00000390,99991231,20200101,0005,126.67,EUR
100,00000391,99991231,20200101,0001,381.68,EUR
100,00000392,99991231,20200101,0002,199.27,EUR
100,00000393,99991231,20200101,0003,253.8,EUR
100,00000394,99991231,20200101,0004,399.17,EUR
100,00000395,99991231,20200101,0005,316.99,EUR
100,00000396,99991231,20200101,0001,382.71,EUR
100,00000397,99991231,20200101,0002,195.97,EUR
100,00000398,99991231,20200101,0003,136.81,EUR
100,00000399,99991231,20200101,0004,293.95,EUR
100,00000400,99991231,20200101,0005,258.91,EUR
100,00000401,99991231,20200101,0001,118.7,EUR
100,00000402,99991231,20200101,0002,485.79,EUR
100,00000403,99991231,20200101,0003,348.5,EUR
100,00000404,99991231,20200101,0004,425.39,EUR
100,00000405,99991231,20200101,0005,199.3,EUR
100,00000406,99991231,20200101,0001,498.01,EUR
100,00000407,99991231,20200101,0002,93.26,EUR
100,00000408,99991231,20200101,0003,189.55,EUR
100,00000409,99991231,20200101,0004,109.96,EUR
100,00000410,99991231,20200101,0005,479.26,EUR
100,00000411,99991231,20200101,0001,306.54,EUR
100,00000412,99991231,20200101,0002,61.93,EUR
100,00000413,99991231,20200101,0003,494.75,EUR
100,00000414,99991231,20200101,0004,436.45,EUR
100,00000415,99991231,20200101,0005,446.49,EUR
100,00000416,99991231,20200101,0001,331.27,EUR
100,00000417,99991231,20200101,0002,346.44,EUR
100,00000418,99991231,20200101,0003,211.87,EUR
100,00000419,99991231,20200101,0004,207.64,EUR
100,00000420,99991231,20200101,0005,153.82,EUR
100,00000421,99991231,20200101,0001,74.21,EUR
100,00000422,99991231,20200101,0002,310.62,EUR
100,00000423,99991231,20200101,0003,195.42,EUR
100,00000424,99991231,20200101,0004,234.39,EUR
100,00000425,99991231,20200101,0005,294.85,EUR
100,00000426,99991231,20200101,0001,256.14,EUR
100,00000427,99991231,20200101,0002,105.06,EUR
100,00000428,99991231,20200101,0003,54.95,EUR
100,00000429,99991231,20200101,0004,206.12,EUR
100,00000430,99991231,20200101,0005,467.05,EUR
100,00000431,99991231,20200101,0001,476.48,EUR
100,00000432,99991231,20200101,0002,365.03,EUR
100,00000433,99991231,20200101,0003,345.87,EUR
100,00000434,99991231,20200101,0004,188.28,EUR
100,00000435,99991231,20200101,0005,325.55,EUR
100,00000436,99991231,20200101,0001,125.34,EUR
100,00000437,99991231,20200101,0002,418.27,EUR
100,00000438,99991231,20200101,0003,299.57,EUR
100,00000439,99991231,20200101,0004,478.85,EUR
100,00000440,99991231,20200101,0005,347.4,EUR
100,00000441,99991231,20200101,0001,87.51,EUR
100,00000442,99991231,20200101,0002,310.15,EUR
100,00000443,99991231,20200101,0003,151.63,EUR
100,00000444,99991231,20200101,0004,390.19,EUR
100,00000445,99991231,20200101,0005,385.54,EUR
100,00000446,99991231,20200101,0001,139.95,EUR
100,00000447,99991231,20200101,0002,252.79,EUR
100,00000448,99991231,20200101,0003,173.62,EUR
100,00000449,99991231,20200101,0004,85.13,EUR
100,00000450,99991231,20200101,0005,149.55,EUR
100,00000451,99991231,20200101,0001,203.26,EUR
100,00000452,99991231,20200101,0002,348.31,EUR
100,00000453,99991231,20200101,0003,141.11,EUR
100,00000454,99991231,20200101,0004,179.47,EUR
100,00000455,99991231,20200101,0005,178.57,EUR
100,00000456,99991231,20200101,0001,261.25,EUR
100,00000457,99991231,20200101,0002,64.03,EUR
100,00000458,99991231,20200101,0003,171.12,EUR
100,00000459,99991231,20200101,0004,370.45,EUR
100,00000460,99991231,20200101,0005,297.99,EUR
100,00000461,99991231,20200101,0001,183.27,EUR
100,00000462,99991231,20200101,0002,272.72,EUR
100,00000463,99991231,20200101,0003,169.54,EUR
100,00000464,99991231,20200101,0004,471.51,EUR
100,00000465,99991231,20200101,0005,79.08,EUR
100,00000466,99991231,20200101,0001,123.68,EUR
100,00000467,99991231,20200101,0002,282.53,EUR
100,00000468,99991231,20200101,0003,318.08,EUR
100,00000469,99991231,20200101,0004,483.47,EUR
100,00000470,99991231,20200101,0005,407.55,EUR
100,00000471,99991231,20200101,0001,109.23,EUR
100,00000472,99991231,20200101,0002,99.54,EUR
100,00000473,99991231,20200101,0003,278.25,EUR
100,00000474,99991231,20200101,0004,200.0,EUR
100,00000475,99991231,20200101,0005,59.14,EUR
100,00000476,99991231,20200101,0001,309.69,EUR
100,00000477,99991231,20200101,0002,151.16,EUR
100,00000478,99991231,20200101,0003,317.66,EUR
100,00000479,99991231,20200101,0004,112.06,EUR
100,00000480,99991231,20200101,0005,486.47,EUR
100,00000481,99991231,20200101,0001,166.37,EUR
100,00000482,99991231,20200101,0002,347.45,EUR
100,00000483,99991231,20200101,0003,174.71,EUR
100,00000484,99991231,20200101,0004,415.09,EUR
100,00000485,99991231,20200101,0005,82.07,EUR
100,00000486,99991231,20200101,0001,66.89,EUR
100,00000487,99991231,20200101,0002,476.02,EUR
100,00000488,99991231,20200101,0003,463.87,EUR
100,00000489,99991231,20200101,0004,349.51,EUR
100,00000490,99991231,20200101,0005,202.48,EUR
100,00000491,99991231,20200101,0001,493.05,EUR
100,00000492,99991231,20200101,0002,363.55,EUR
100,00000493,99991231,20200101,0003,182.55,EUR
100,00000494,99991231,20200101,0004,314.45,EUR
100,00000495,99991231,20200101,0005,139.97,EUR
100,00000496,99991231,20200101,0001,308.18,EUR
100,00000497,99991231,20200101,0002,324.61,EUR
100,00000498,99991231,20200101,0003,437.73,EUR
100,00000499,99991231,20200101,0004,182.04,EUR
100,00000500,99991231,20200101,0005,172.79,EUR
