MANDT,INFNR,MATNR,LIFNR,LOEKZ
100,INF0000101,MAT000302,VEN000012,
100,INF0000102,MAT000336,VEN000012,
100,INF0000103,MAT000473,VEN000012,
100,INF0000104,MAT000105,VEN000012,
100,INF0000105,MAT000382,VEN000012,
100,INF0000106,MAT000162,VEN000012,
100,INF0000107,MAT000360,VEN000012,
100,INF0000108,MAT000450,VEN000012,
100,INF0000109,MAT000476,VEN000012,
100,INF0000110,MAT000041,VEN000012,
100,INF0000111,MAT000098,VEN000012,
100,INF0000112,MAT000252,VEN000012,
100,INF0000113,MAT000271,VEN000013,
100,INF0000114,MAT000288,VEN000013,
100,INF0000115,MAT000482,VEN000013,
100,INF0000116,MAT000114,VEN000014,
100,INF0000117,MAT000407,VEN000014,
100,INF0000118,MAT000348,VEN000014,
100,INF0000119,MAT000438,VEN000014,
100,INF0000120,MAT000236,VEN000014,
100,INF0000121,MAT000392,VEN000014,
100,INF0000122,MAT000123,VEN000014,
100,INF0000123,MAT000034,VEN000014,
100,INF0000124,MAT000360,VEN000015,
100,INF0000125,MAT000295,VEN000015,
100,INF0000126,MAT000489,VEN000015,
100,INF0000127,MAT000482,VEN000015,
100,INF0000128,MAT000114,VEN000015,
100,INF0000129,MAT000494,VEN000016,
100,INF0000130,MAT000302,VEN000016,
100,INF0000131,MAT000036,VEN000016,
100,INF0000132,MAT000321,VEN000016,
100,INF0000133,MAT000470,VEN000016,
100,INF0000134,MAT000229,VEN000016,
100,INF0000135,MAT000291,VEN000016,
100,INF0000136,MAT000400,VEN000016,
100,INF0000137,MAT000050,VEN000016,
100,INF0000138,MAT000496,VEN000016,
100,INF0000139,MAT000094,VEN000017,
100,INF0000140,MAT000236,VEN000017,
100,INF0000141,MAT000407,VEN000017,
100,INF0000142,MAT000033,VEN000017,
100,INF0000143,MAT000110,VEN000018,
100,INF0000144,MAT000496,VEN000018,
100,INF0000145,MAT000452,VEN000018,
100,INF0000146,MAT000395,VEN000018,
100,INF0000147,MAT000164,VEN000018,
100,INF0000148,MAT000330,VEN000018,
100,INF0000149,MAT000039,VEN000018,
100,INF0000150,MAT000241,VEN000018,
100,INF0000151,MAT000204,VEN000018,
100,INF0000152,MAT000244,VEN000018,
100,INF0000153,MAT000284,VEN000019,
100,INF0000154,MAT000424,VEN000019,
100,INF0000155,MAT000136,VEN000019,
100,INF0000156,MAT000333,VEN000019,
100,INF0000157,MAT000208,VEN000019,
100,INF0000158,MAT000046,VEN000019,
100,INF0000159,MAT000496,VEN000019,
100,INF0000160,MAT000409,VEN000019,
100,INF0000161,MAT000123,VEN000019,
100,INF0000162,MAT000392,VEN000019,
100,INF0000163,MAT000292,VEN000020,
100,INF0000164,MAT000137,VEN000020,
100,INF0000165,MAT000498,VEN000020,
100,INF0000166,MAT000051,VEN000020,
100,INF0000167,MAT000165,VEN000020,
100,INF0000168,MAT000136,VEN000020,
100,INF0000169,MAT000387,VEN000020,
100,INF0000170,MAT000438,VEN000020,
100,INF0000171,MAT000203,VEN000020,
100,INF0000172,MAT000121,VEN000020,
100,INF0000173,MAT000088,VEN000020,
100,INF0000174,MAT000035,VEN000020,
100,INF0000175,MAT000273,VEN000020,
100,INF0000176,MAT000116,VEN000020,
100,INF0000177,MAT000050,VEN000020,
100,INF0000178,MAT000038,VEN000021,
100,INF0000179,MAT000494,VEN000021,
100,INF0000180,MAT000389,VEN000021,
100,INF0000181,MAT000088,VEN000021,
100,INF0000182,MAT000149,VEN000021,
100,INF0000183,MAT000400,VEN000021,
100,INF0000184,MAT000394,VEN000021,
100,INF0000185,MAT000043,VEN000022,
100,INF0000186,MAT000114,VEN000022,
100,INF0000187,MAT000409,VEN000022,
100,INF0000188,MAT000204,VEN000022,
100,INF0000189,MAT000302,VEN000022,
100,INF0000190,MAT000121,VEN000022,
100,INF0000191,MAT000147,VEN000022,
100,INF0000192,MAT000387,VEN000022,
100,INF0000193,MAT000079,VEN000022,
100,INF0000194,MAT000252,VEN000022,
100,INF0000195,MAT000384,VEN000022,
100,INF0000196,MAT000123,VEN000022,
100,INF0000197,MAT000485,VEN000022,
100,INF0000198,MAT000400,VEN000022,
100,INF0000199,MAT000097,VEN000022,
100,INF0000200,MAT000459,VEN000023,
100,INF0000201,MAT000039,VEN000023,
100,INF0000202,MAT000096,VEN000023,
100,INF0000203,MAT000149,VEN000023,
100,INF0000204,MAT000321,VEN000023,
100,INF0000205,MAT000034,VEN000023,
100,INF0000206,MAT000445,VEN000023,
100,INF0000207,MAT000114,VEN000023,
100,INF0000208,MAT000470,VEN000023,
100,INF0000209,MAT000088,VEN000023,
100,INF0000210,MAT000387,VEN000023,
100,INF0000211,MAT000137,VEN000023,
100,INF0000212,MAT000292,VEN000024,
100,INF0000213,MAT000047,VEN000024,
100,INF0000214,MAT000328,VEN000024,
100,INF0000215,MAT000398,VEN000024,
100,INF0000216,MAT000053,VEN000024,
100,INF0000217,MAT000351,VEN000024,
100,INF0000218,MAT000165,VEN000024,
100,INF0000219,MAT000346,VEN000024,
100,INF0000220,MAT000382,VEN000024,
100,INF0000221,MAT000182,VEN000025,
100,INF0000222,MAT000295,VEN000025,
100,INF0000223,MAT000455,VEN000025,
100,INF0000224,MAT000032,VEN000026,
100,INF0000225,MAT000033,VEN000026,
100,INF0000226,MAT000485,VEN000026,
100,INF0000227,MAT000321,VEN000026,
100,INF0000228,MAT000105,VEN000026,
100,INF0000229,MAT000053,VEN000026,
100,INF0000230,MAT000489,VEN000027,
100,INF0000231,MAT000038,VEN000027,
100,INF0000232,MAT000410,VEN000027,
100,INF0000233,MAT000295,VEN000028,
100,INF0000234,MAT000244,VEN000028,
100,INF0000235,MAT000196,VEN000028,
100,INF0000236,MAT000307,VEN000028,
100,INF0000237,MAT000157,VEN000028,
100,INF0000238,MAT000116,VEN000028,
100,INF0000239,MAT000208,VEN000028,
100,INF0000240,MAT000348,VEN000028,
100,INF0000241,MAT000240,VEN000028,
100,INF0000242,MAT000482,VEN000028,
100,INF0000243,MAT000450,VEN000028,
100,INF0000244,MAT000498,VEN000029,
100,INF0000245,MAT000430,VEN000029,
100,INF0000246,MAT000137,VEN000029,
100,INF0000247,MAT000331,VEN000029,
100,INF0000248,MAT000286,VEN000029,
100,INF0000249,MAT000346,VEN000029,
100,INF0000250,MAT000105,VEN000029,
100,INF0000251,MAT000088,VEN000029,
100,INF0000252,MAT000227,VEN000029,
100,INF0000253,MAT000053,VEN000029,
100,INF0000254,MAT000271,VEN000029,
100,INF0000255,MAT000232,VEN000029,
100,INF0000256,MAT000390,VEN000029,
100,INF0000257,MAT000460,VEN000029,
100,INF0000258,MAT000081,VEN000030,
100,INF0000259,MAT000284,VEN000030,
100,INF0000260,MAT000084,VEN000030,
100,INF0000261,MAT000450,VEN000030,
100,INF0000262,MAT000292,VEN000030,
100,INF0000263,MAT000336,VEN000030,
100,INF0000264,MAT000485,VEN000030,
100,INF0000265,MAT000157,VEN000030,
100,INF0000266,MAT000480,VEN000031,
100,INF0000267,MAT000227,VEN000031,
100,INF0000268,MAT000339,VEN000031,
100,INF0000269,MAT000384,VEN000031,
100,INF0000270,MAT000105,VEN000031,
100,INF0000271,MAT000455,VEN000031,
100,INF0000272,MAT000481,VEN000031,
100,INF0000273,MAT000241,VEN000031,
100,INF0000274,MAT000046,VEN000031,
100,INF0000275,MAT000461,VEN000031,
100,INF0000276,MAT000295,VEN000031,
100,INF0000277,MAT000203,VEN000032,
100,INF0000278,MAT000389,VEN000032,
100,INF0000279,MAT000049,VEN000032,
100,INF0000280,MAT000295,VEN000032,
100,INF0000281,MAT000424,VEN000032,
100,INF0000282,MAT000157,VEN000032,
100,INF0000283,MAT000351,VEN000033,
100,INF0000284,MAT000291,VEN000033,
100,INF0000285,MAT000339,VEN000033,
100,INF0000286,MAT000321,VEN000034,
100,INF0000287,MAT000380,VEN000034,
100,INF0000288,MAT000273,VEN000034,
100,INF0000289,MAT000212,VEN000034,
100,INF0000290,MAT000079,VEN000034,
100,INF0000291,MAT000492,VEN000034,
100,INF0000292,MAT000288,VEN000035,
100,INF0000293,MAT000334,VEN000035,
100,INF0000294,MAT000196,VEN000035,
100,INF0000295,MAT000472,VEN000035,
100,INF0000296,MAT000494,VEN000035,
100,INF0000297,MAT000380,VEN000035,
100,INF0000298,MAT000346,VEN000035,
100,INF0000299,MAT000445,VEN000035,
100,INF0000300,MAT000053,VEN000035,
100,INF0000301,MAT000395,VEN000035,
100,INF0000302,MAT000128,VEN000035,
100,INF0000303,MAT000420,VEN000035,
100,INF0000304,MAT000236,VEN000035,
100,INF0000305,MAT000394,VEN000035,
100,INF0000306,MAT000493,VEN000036,
100,INF0000307,MAT000088,VEN000036,
100,INF0000308,MAT000436,VEN000036,
100,INF0000309,MAT000223,VEN000036,
100,INF0000310,MAT000467,VEN000036,
100,INF0000311,MAT000097,VEN000036,
100,INF0000312,MAT000420,VEN000036,
100,INF0000313,MAT000430,VEN000036,
100,INF0000314,MAT000240,VEN000036,
100,INF0000315,MAT000116,VEN000036,
100,INF0000316,MAT000370,VEN000036,
100,INF0000317,MAT000292,VEN000036,
100,INF0000318,MAT000085,VEN000036,
100,INF0000319,MAT000445,VEN000036,
100,INF0000320,MAT000052,VEN000037,
100,INF0000321,MAT000330,VEN000037,
100,INF0000322,MAT000288,VEN000037,
100,INF0000323,MAT000461,VEN000037,
100,INF0000324,MAT000050,VEN000037,
100,INF0000325,MAT000043,VEN000037,
100,INF0000326,MAT000033,VEN000037,
100,INF0000327,MAT000467,VEN000037,
100,INF0000328,MAT000314,VEN000037,
100,INF0000329,MAT000136,VEN000038,
100,INF0000330,MAT000035,VEN000038,
100,INF0000331,MAT000269,VEN000038,
100,INF0000332,MAT000049,VEN000038,
100,INF0000333,MAT000209,VEN000038,
100,INF0000334,MAT000079,VEN000038,
100,INF0000335,MAT000370,VEN000038,
100,INF0000336,MAT000097,VEN000038,
100,INF0000337,MAT000452,VEN000039,
100,INF0000338,MAT000257,VEN000039,
100,INF0000339,MAT000094,VEN000039,
100,INF0000340,MAT000096,VEN000039,
100,INF0000341,MAT000457,VEN000040,
100,INF0000342,MAT000387,VEN000040,
100,INF0000343,MAT000162,VEN000040,
100,INF0000344,MAT000043,VEN000040,
100,INF0000345,MAT000032,VEN000041,
100,INF0000346,MAT000044,VEN000041,
100,INF0000347,MAT000202,VEN000041,
100,INF0000348,MAT000081,VEN000041,
100,INF0000349,MAT000366,VEN000041,
100,INF0000350,MAT000380,VEN000041,
100,INF0000351,MAT000046,VEN000041,
100,INF0000352,MAT000050,VEN000041,
100,INF0000353,MAT000489,VEN000041,
100,INF0000354,MAT000157,VEN000041,
100,INF0000355,MAT000277,VEN000041,
100,INF0000356,MAT000288,VEN000041,
100,INF0000357,MAT000277,VEN000042,
100,INF0000358,MAT000373,VEN000042,
100,INF0000359,MAT000448,VEN000042,
100,INF0000360,MAT000038,VEN000042,
100,INF0000361,MAT000043,VEN000042,
100,INF0000362,MAT000395,VEN000042,
100,INF0000363,MAT000478,VEN000042,
100,INF0000364,MAT000240,VEN000042,
100,INF0000365,MAT000339,VEN000043,
100,INF0000366,MAT000456,VEN000043,
100,INF0000367,MAT000459,VEN000043,
100,INF0000368,MAT000437,VEN000043,
100,INF0000369,MAT000114,VEN000044,
100,INF0000370,MAT000234,VEN000044,
100,INF0000371,MAT000452,VEN000044,
100,INF0000372,MAT000493,VEN000044,
100,INF0000373,MAT000105,VEN000044,
100,INF0000374,MAT000406,VEN000044,
100,INF0000375,MAT000436,VEN000044,
100,INF0000376,MAT000203,VEN000044,
100,INF0000377,MAT000398,VEN000045,
100,INF0000378,MAT000424,VEN000045,
100,INF0000379,MAT000309,VEN000045,
100,INF0000380,MAT000306,VEN000045,
100,INF0000381,MAT000359,VEN000045,
100,INF0000382,MAT000244,VEN000045,
100,INF0000383,MAT000277,VEN000045,
100,INF0000384,MAT000382,VEN000045,
100,INF0000385,MAT000212,VEN000045,
100,INF0000386,MAT000360,VEN000045,
100,INF0000387,MAT000162,VEN000045,
100,INF0000388,MAT000458,VEN000046,
100,INF0000389,MAT000408,VEN000046,
100,INF0000390,MAT000081,VEN000046,
100,INF0000391,MAT000442,VEN000046,
100,INF0000392,MAT000392,VEN000046,
100,INF0000393,MAT000110,VEN000046,
100,INF0000394,MAT000032,VEN000046,
100,INF0000395,MAT000394,VEN000046,
100,INF0000396,MAT000459,VEN000046,
100,INF0000397,MAT000229,VEN000046,
100,INF0000398,MAT000452,VEN000046,
100,INF0000399,MAT000330,VEN000046,
100,INF0000400,MAT000420,VEN000047,
100,INF0000401,MAT000123,VEN000047,
100,INF0000402,MAT000457,VEN000047,
100,INF0000403,MAT000400,VEN000047,
100,INF0000404,MAT000037,VEN000047,
100,INF0000405,MAT000460,VEN000047,
100,INF0000406,MAT000389,VEN000047,
100,INF0000407,MAT000223,VEN000047,
100,INF0000408,MAT000498,VEN000047,
100,INF0000409,MAT000227,VEN000047,
100,INF0000410,MAT000481,VEN000047,
100,INF0000411,MAT000410,VEN000047,
100,INF0000412,MAT000208,VEN000047,
100,INF0000413,MAT000203,VEN000047,
100,INF0000414,MAT000460,VEN000048,
100,INF0000415,MAT000110,VEN000048,
100,INF0000416,MAT000330,VEN000048,
100,INF0000417,MAT000241,VEN000048,
100,INF0000418,MAT000482,VEN000048,
100,INF0000419,MAT000461,VEN000049,
100,INF0000420,MAT000328,VEN000049,
100,INF0000421,MAT000442,VEN000049,
100,INF0000422,MAT000306,VEN000049,
100,INF0000423,MAT000407,VEN000049,
100,INF0000424,MAT000482,VEN000049,
100,INF0000425,MAT000459,VEN000049,
100,INF0000426,MAT000336,VEN000049,
100,INF0000427,MAT000473,VEN000049,
100,INF0000428,MAT000292,VEN000050,
100,INF0000429,MAT000346,VEN000050,
100,INF0000430,MAT000096,VEN000050,
100,INF0000431,MAT000441,VEN000050,
100,INF0000432,MAT000390,VEN000050,
100,INF0000433,MAT000257,VEN000050,
100,INF0000434,MAT000398,VEN000050,
100,INF0000435,MAT000298,VEN000050,
100,INF0000436,MAT000382,VEN000051,
100,INF0000437,MAT000079,VEN000051,
100,INF0000438,MAT000333,VEN000051,
100,INF0000439,MAT000137,VEN000051,
100,INF0000440,MAT000052,VEN000051,
100,INF0000441,MAT000121,VEN000051,
100,INF0000442,MAT000050,VEN000051,
100,INF0000443,MAT000306,VEN000051,
100,INF0000444,MAT000438,VEN000051,
100,INF0000445,MAT000336,VEN000051,
100,INF0000446,MAT000485,VEN000051,
100,INF0000447,MAT000035,VEN000051,
100,INF0000448,MAT000339,VEN000052,
100,INF0000449,MAT000438,VEN000052,
100,INF0000450,MAT000392,VEN000052,
100,INF0000451,MAT000473,VEN000053,
100,INF0000452,MAT000359,VEN000053,
100,INF0000453,MAT000410,VEN000053,
100,INF0000454,MAT000461,VEN000053,
100,INF0000455,MAT000164,VEN000053,
100,INF0000456,MAT000456,VEN000053,
100,INF0000457,MAT000051,VEN000053,
100,INF0000458,MAT000302,VEN000053,
100,INF0000459,MAT000452,VEN000053,
100,INF0000460,MAT000405,VEN000054,
100,INF0000461,MAT000348,VEN000054,
100,INF0000462,MAT000039,VEN000054,
100,INF0000463,MAT000084,VEN000054,
100,INF0000464,MAT000333,VEN000054,
100,INF0000465,MAT000115,VEN000055,
100,INF0000466,MAT000461,VEN000055,
100,INF0000467,MAT000388,VEN000055,
100,INF0000468,MAT000476,VEN000055,
100,INF0000469,MAT000094,VEN000055,
100,INF0000470,MAT000040,VEN000055,
100,INF0000471,MAT000034,VEN000055,
100,INF0000472,MAT000394,VEN000055,
100,INF0000473,MAT000227,VEN000055,
100,INF0000474,MAT000460,VEN000055,
100,INF0000475,MAT000370,VEN000055,
100,INF0000476,MAT000164,VEN000055,
100,INF0000477,MAT000298,VEN000056,
100,INF0000478,MAT000296,VEN000056,
100,INF0000479,MAT000395,VEN000056,
100,INF0000480,MAT000257,VEN000056,
100,INF0000481,MAT000493,VEN000056,
100,INF0000482,MAT000437,VEN000056,
100,INF0000483,MAT000260,VEN000056,
100,INF0000484,MAT000406,VEN000056,
100,INF0000485,MAT000420,VEN000056,
100,INF0000486,MAT000482,VEN000057,
100,INF0000487,MAT000409,VEN000057,
100,INF0000488,MAT000291,VEN000057,
100,INF0000489,MAT000053,VEN000058,
100,INF0000490,MAT000382,VEN000058,
100,INF0000491,MAT000034,VEN000058,
100,INF0000492,MAT000162,VEN000058,
100,INF0000493,MAT000360,VEN000058,
100,INF0000494,MAT000186,VEN000058,
100,INF0000495,MAT000393,VEN000058,
100,INF0000496,MAT000038,VEN000058,
100,INF0000497,MAT000307,VEN000059,
100,INF0000498,MAT000115,VEN000059,
100,INF0000499,MAT000456,VEN000059,
100,INF0000500,MAT000273,VEN000060,
100,INF0000501,MAT000498,VEN000060,
100,INF0000502,MAT000227,VEN000060,
100,INF0000503,MAT000456,VEN000060,
100,INF0000504,MAT000050,VEN000060,
100,INF0000505,MAT000182,VEN000060,
100,INF0000506,MAT000450,VEN000060,
100,INF0000507,MAT000149,VEN000060,
100,INF0000508,MAT000445,VEN000060,
100,INF0000509,MAT000406,VEN000060,
100,INF0000510,MAT000384,VEN000060,
100,INF0000511,MAT000394,VEN000060,
100,INF0000512,MAT000420,VEN000060,
100,INF0000513,MAT000493,VEN000061,
100,INF0000514,MAT000436,VEN000061,
100,INF0000515,MAT000478,VEN000061,
100,INF0000516,MAT000243,VEN000061,
100,INF0000517,MAT000147,VEN000061,
100,INF0000518,MAT000334,VEN000061,
100,INF0000519,MAT000182,VEN000061,
100,INF0000520,MAT000296,VEN000061,
100,INF0000521,MAT000359,VEN000061,
100,INF0000522,MAT000472,VEN000061,
100,INF0000523,MAT000333,VEN000061,
100,INF0000524,MAT000116,VEN000061,
100,INF0000525,MAT000298,VEN000061,
100,INF0000526,MAT000489,VEN000061,
100,INF0000527,MAT000207,VEN000061,
100,INF0000528,MAT000460,VEN000062,
100,INF0000529,MAT000450,VEN000062,
100,INF0000530,MAT000049,VEN000062,
100,INF0000531,MAT000438,VEN000062,
100,INF0000532,MAT000123,VEN000062,
100,INF0000533,MAT000096,VEN000062,
100,INF0000534,MAT000042,VEN000062,
100,INF0000535,MAT000407,VEN000063,
100,INF0000536,MAT000273,VEN000063,
100,INF0000537,MAT000409,VEN000063,
100,INF0000538,MAT000105,VEN000063,
100,INF0000539,MAT000478,VEN000063,
100,INF0000540,MAT000292,VEN000063,
100,INF0000541,MAT000333,VEN000063,
100,INF0000542,MAT000099,VEN000063,
100,INF0000543,MAT000053,VEN000063,
100,INF0000544,MAT000032,VEN000063,
100,INF0000545,MAT000458,VEN000063,
100,INF0000546,MAT000295,VEN000063,
100,INF0000547,MAT000334,VEN000063,
100,INF0000548,MAT000164,VEN000063,
100,INF0000549,MAT000040,VEN000064,
100,INF0000550,MAT000286,VEN000064,
100,INF0000551,MAT000121,VEN000064,
100,INF0000552,MAT000351,VEN000064,
100,INF0000553,MAT000296,VEN000064,
100,INF0000554,MAT000037,VEN000064,
100,INF0000555,MAT000050,VEN000064,
100,INF0000556,MAT000186,VEN000064,
100,INF0000557,MAT000478,VEN000064,
100,INF0000558,MAT000408,VEN000064,
100,INF0000559,MAT000380,VEN000064,
100,INF0000560,MAT000162,VEN000064,
100,INF0000561,MAT000079,VEN000064,
100,INF0000562,MAT000478,VEN000065,
100,INF0000563,MAT000034,VEN000065,
100,INF0000564,MAT000339,VEN000065,
100,INF0000565,MAT000410,VEN000065,
100,INF0000566,MAT000162,VEN000065,
100,INF0000567,MAT000052,VEN000065,
100,INF0000568,MAT000387,VEN000065,
100,INF0000569,MAT000306,VEN000065,
100,INF0000570,MAT000333,VEN000066,
100,INF0000571,MAT000298,VEN000066,
100,INF0000572,MAT000328,VEN000066,
100,INF0000573,MAT000309,VEN000066,
100,INF0000574,MAT000302,VEN000066,
100,INF0000575,MAT000037,VEN000066,
100,INF0000576,MAT000395,VEN000066,
100,INF0000577,MAT000409,VEN000066,
100,INF0000578,MAT000330,VEN000066,
100,INF0000579,MAT000114,VEN000066,
100,INF0000580,MAT000436,VEN000066,
100,INF0000581,MAT000442,VEN000066,
100,INF0000582,MAT000336,VEN000066,
100,INF0000583,MAT000229,VEN000066,
100,INF0000584,MAT000331,VEN000066,
100,INF0000585,MAT000393,VEN000067,
100,INF0000586,MAT000234,VEN000067,
100,INF0000587,MAT000406,VEN000067,
100,INF0000588,MAT000079,VEN000067,
100,INF0000589,MAT000472,VEN000067,
100,INF0000590,MAT000232,VEN000067,
100,INF0000591,MAT000085,VEN000067,
100,INF0000592,MAT000359,VEN000067,
100,INF0000593,MAT000473,VEN000067,
100,INF0000594,MAT000448,VEN000068,
100,INF0000595,MAT000044,VEN000068,
100,INF0000596,MAT000157,VEN000068,
100,INF0000597,MAT000314,VEN000068,
100,INF0000598,MAT000269,VEN000068,
100,INF0000599,MAT000346,VEN000068,
100,INF0000600,MAT000291,VEN000068,
100,INF0000601,MAT000445,VEN000068,
100,INF0000602,MAT000097,VEN000068,
100,INF0000603,MAT000442,VEN000068,
100,INF0000604,MAT000203,VEN000069,
100,INF0000605,MAT000330,VEN000069,
100,INF0000606,MAT000227,VEN000069,
100,INF0000607,MAT000185,VEN000069,
100,INF0000608,MAT000052,VEN000069,
100,INF0000609,MAT000033,VEN000069,
100,INF0000610,MAT000461,VEN000069,
100,INF0000611,MAT000051,VEN000069,
100,INF0000612,MAT000346,VEN000069,
100,INF0000613,MAT000328,VEN000069,
100,INF0000614,MAT000492,VEN000069,
100,INF0000615,MAT000284,VEN000070,
100,INF0000616,MAT000333,VEN000070,
100,INF0000617,MAT000212,VEN000070,
100,INF0000618,MAT000257,VEN000070,
100,INF0000619,MAT000360,VEN000070,
100,INF0000620,MAT000331,VEN000070,
100,INF0000621,MAT000458,VEN000070,
100,INF0000622,MAT000049,VEN000071,
100,INF0000623,MAT000147,VEN000071,
100,INF0000624,MAT000330,VEN000071,
100,INF0000625,MAT000207,VEN000071,
100,INF0000626,MAT000032,VEN000071,
100,INF0000627,MAT000116,VEN000071,
100,INF0000628,MAT000460,VEN000071,
100,INF0000629,MAT000333,VEN000071,
100,INF0000630,MAT000035,VEN000071,
100,INF0000631,MAT000204,VEN000071,
100,INF0000632,MAT000081,VEN000071,
100,INF0000633,MAT000295,VEN000071,
100,INF0000634,MAT000478,VEN000071,
100,INF0000635,MAT000302,VEN000071,
100,INF0000636,MAT000309,VEN000072,
100,INF0000637,MAT000098,VEN000072,
100,INF0000638,MAT000149,VEN000072,
100,INF0000639,MAT000302,VEN000072,
100,INF0000640,MAT000123,VEN000072,
100,INF0000641,MAT000039,VEN000073,
100,INF0000642,MAT000085,VEN000073,
100,INF0000643,MAT000307,VEN000073,
100,INF0000644,MAT000430,VEN000073,
100,INF0000645,MAT000393,VEN000073,
100,INF0000646,MAT000038,VEN000073,
100,INF0000647,MAT000348,VEN000073,
100,INF0000648,MAT000392,VEN000073,
100,INF0000649,MAT000382,VEN000073,
100,INF0000650,MAT000165,VEN000073,
100,INF0000651,MAT000409,VEN000073,
100,INF0000652,MAT000331,VEN000073,
100,INF0000653,MAT000044,VEN000073,
100,INF0000654,MAT000493,VEN000073,
100,INF0000655,MAT000448,VEN000073,
100,INF0000656,MAT000202,VEN000074,
100,INF0000657,MAT000485,VEN000074,
100,INF0000658,MAT000041,VEN000074,
100,INF0000659,MAT000271,VEN000075,
100,INF0000660,MAT000492,VEN000075,
100,INF0000661,MAT000037,VEN000075,
100,INF0000662,MAT000116,VEN000075,
100,INF0000663,MAT000162,VEN000075,
100,INF0000664,MAT000442,VEN000076,
