MANDT,LOG_HANDLE,OBJECT,SUBOBJECT,ALDATE,ALTIME,ALUSER
100,0000000000000000000350,MATMAS,SUB2,20240518,011307,USER049
100,0000000000000000000351,MATMAS,SUB3,20220211,165230,USER000
100,0000000000000000000352,MATMAS,SUB1,20230914,053710,USER001
100,0000000000000000000353,MATMAS,SUB2,20220306,115435,USER002
100,0000000000000000000354,MATMAS,SUB3,20220510,025926,USER003
100,0000000000000000000355,MATMAS,SUB1,20240926,133510,USER004
100,0000000000000000000356,MATMAS,SUB2,20230520,172833,USER005
100,0000000000000000000357,MATMAS,SUB3,20220426,050101,USER006
100,0000000000000000000358,MATMAS,SUB1,20220828,114102,USER007
100,0000000000000000000359,MATMAS,SUB2,20220130,231705,USER008
100,0000000000000000000360,MATMAS,SUB3,20230711,033611,USER009
100,0000000000000000000361,MATMAS,SUB1,20241204,003601,USER010
100,0000000000000000000362,MATMAS,SUB2,20220614,194829,USER011
100,0000000000000000000363,MATMAS,SUB3,20241122,224634,USER012
100,0000000000000000000364,MATMAS,SUB1,20220315,003834,USER013
100,0000000000000000000365,MATMAS,SUB2,20240311,100006,USER014
100,0000000000000000000366,MATMAS,SUB3,20230530,041329,USER015
100,0000000000000000000367,MATMAS,SUB1,20230406,071512,USER016
100,0000000000000000000368,MATMAS,SUB2,20221126,124859,USER017
100,0000000000000000000369,MATMAS,SUB3,20230206,202839,USER018
100,0000000000000000000370,MATMAS,SUB1,20220310,001847,USER019
100,0000000000000000000371,MATMAS,SUB2,20220507,124328,USER020
100,0000000000000000000372,MATMAS,SUB3,20241022,095207,USER021
100,0000000000000000000373,MATMAS,SUB1,20231126,151317,USER022
100,0000000000000000000374,MATMAS,SUB2,20240607,042510,USER023
100,0000000000000000000375,MATMAS,SUB3,20240721,231300,USER024
100,0000000000000000000376,MATMAS,SUB1,20240925,210504,USER025
100,0000000000000000000377,MATMAS,SUB2,20240602,210121,USER026
100,0000000000000000000378,MATMAS,SUB3,20230603,003952,USER027
100,0000000000000000000379,MATMAS,SUB1,20240307,024413,USER028
100,0000000000000000000380,MATMAS,SUB2,20230118,121549,USER029
100,0000000000000000000381,MATMAS,SUB3,20231209,103712,USER030
100,0000000000000000000382,MATMAS,SUB1,20230122,113455,USER031
100,0000000000000000000383,MATMAS,SUB2,20231111,043429,USER032
100,0000000000000000000384,MATMAS,SUB3,20220109,093400,USER033
100,0000000000000000000385,MATMAS,SUB1,20231028,202028,USER034
100,0000000000000000000386,MATMAS,SUB2,20221118,105448,USER035
100,0000000000000000000387,MATMAS,SUB3,20240705,065437,USER036
100,0000000000000000000388,MATMAS,SUB1,20240118,001547,USER037
100,0000000000000000000389,MATMAS,SUB2,20230129,200319,USER038
100,0000000000000000000390,MATMAS,SUB3,20241223,154614,USER039
100,0000000000000000000391,MATMAS,SUB1,20230828,061147,USER040
100,0000000000000000000392,MATMAS,SUB2,20231111,155024,USER041
100,0000000000000000000393,MATMAS,SUB3,20220514,015021,USER042
100,0000000000000000000394,MATMAS,SUB1,20220207,083924,USER043
100,0000000000000000000395,MATMAS,SUB2,20230614,180718,USER044
100,0000000000000000000396,MATMAS,SUB3,20221101,080523,USER045
100,0000000000000000000397,MATMAS,SUB1,20230422,020439,USER046
100,0000000000000000000398,MATMAS,SUB2,20220211,160822,USER047
100,0000000000000000000399,MATMAS,SUB3,20230129,221158,USER048
100,0000000000000000000400,MATMAS,SUB1,20220606,112333,USER049
100,0000000000000000000401,MATMAS,SUB2,20240908,034643,USER000
100,0000000000000000000402,MATMAS,SUB3,20221123,055524,USER001
100,0000000000000000000403,MATMAS,SUB1,20220621,001746,USER002
100,0000000000000000000404,MATMAS,SUB2,20230102,143033,USER003
100,0000000000000000000405,MATMAS,SUB3,20240819,010416,USER004
100,0000000000000000000406,MATMAS,SUB1,20231126,171749,USER005
100,0000000000000000000407,MATMAS,SUB2,20240401,003506,USER006
100,0000000000000000000408,MATMAS,SUB3,20220514,012535,USER007
100,0000000000000000000409,MATMAS,SUB1,20220422,003536,USER008
100,0000000000000000000410,MATMAS,SUB2,20231021,135559,USER009
100,0000000000000000000411,MATMAS,SUB3,20230422,165426,USER010
100,0000000000000000000412,MATMAS,SUB1,20220611,004235,USER011
100,0000000000000000000413,MATMAS,SUB2,20231026,173122,USER012
100,0000000000000000000414,MATMAS,SUB3,20240626,055632,USER013
100,0000000000000000000415,MATMAS,SUB1,20221023,072602,USER014
100,0000000000000000000416,MATMAS,SUB2,20240610,023325,USER015
100,0000000000000000000417,MATMAS,SUB3,20240305,095953,USER016
100,0000000000000000000418,MATMAS,SUB1,20220516,232920,USER017
100,0000000000000000000419,MATMAS,SUB2,20241009,234951,USER018
100,0000000000000000000420,MATMAS,SUB3,20230526,231922,USER019
100,0000000000000000000421,MATMAS,SUB1,20230827,234535,USER020
