MANDT,KOKRS,OBJNR,GJAHR,KSTAR,WTG001,TWAER
100,1000,OR00000000000000000133,2023,0000400120,46060.33,EUR
100,1000,OR00000000000000000134,2024,0000400130,21903.02,EUR
100,1000,OR00000000000000000135,2023,0000400140,49407.75,EUR
100,1000,OR00000000000000000136,2024,0000400150,41515.86,EUR
100,1000,OR00000000000000000137,2023,0000400160,2493.74,EUR
100,1000,OR00000000000000000138,2024,0000400170,45185.78,EUR
100,1000,OR00000000000000000139,2023,0000400180,13045.76,EUR
100,1000,OR00000000000000000140,2024,0000400190,41892.91,EUR
100,1000,OR00000000000000000141,2023,0000400200,7395.85,EUR
100,1000,OR00000000000000000142,2024,0000400210,29769.78,EUR
100,1000,OR00000000000000000143,2023,0000400220,3057.84,EUR
100,1000,OR00000000000000000144,2024,0000400230,49547.97,EUR
100,1000,OR00000000000000000145,2023,0000400240,31777.74,EUR
100,1000,OR00000000000000000146,2024,0000400250,17249.34,EUR
100,1000,OR00000000000000000147,2023,0000400260,23774.35,EUR
100,1000,OR00000000000000000148,2024,0000400270,14381.5,EUR
100,1000,OR00000000000000000149,2023,0000400280,31594.6,EUR
100,1000,OR00000000000000000150,2024,0000400290,2993.06,EUR
100,1000,OR00000000000000000151,2023,0000400000,16986.31,EUR
100,1000,OR00000000000000000152,2024,0000400010,37446.68,EUR
100,1000,OR00000000000000000153,2023,0000400020,47223.28,EUR
100,1000,OR00000000000000000154,2024,0000400030,34275.83,EUR
100,1000,OR00000000000000000155,2023,0000400040,47840.77,EUR
100,1000,OR00000000000000000156,2024,0000400050,35245.72,EUR
100,1000,OR00000000000000000157,2023,0000400060,21579.35,EUR
100,1000,OR00000000000000000158,2024,0000400070,45274.98,EUR
100,1000,OR00000000000000000159,2023,0000400080,6474.6,EUR
100,1000,OR00000000000000000160,2024,0000400090,3294.17,EUR
100,1000,OR00000000000000000161,2023,0000400100,47490.93,EUR
100,1000,OR00000000000000000162,2024,0000400110,14810.41,EUR
100,1000,OR00000000000000000163,2023,0000400120,16478.51,EUR
100,1000,OR00000000000000000164,2024,0000400130,31602.11,EUR
100,1000,OR00000000000000000165,2023,0000400140,34791.45,EUR
100,1000,OR00000000000000000166,2024,0000400150,24195.07,EUR
100,1000,OR00000000000000000167,2023,0000400160,18005.95,EUR
100,1000,OR00000000000000000168,2024,0000400170,34474.44,EUR
100,1000,OR00000000000000000169,2023,0000400180,20827.15,EUR
100,1000,OR00000000000000000170,2024,0000400190,16564.37,EUR
100,1000,OR00000000000000000171,2023,0000400200,48670.41,EUR
100,1000,OR00000000000000000172,2024,0000400210,12173.79,EUR
100,1000,OR00000000000000000173,2023,0000400220,6373.68,EUR
100,1000,OR00000000000000000174,2024,0000400230,14304.43,EUR
100,1000,OR00000000000000000175,2023,0000400240,45707.95,EUR
100,1000,OR00000000000000000176,2024,0000400250,36621.1,EUR
100,1000,OR00000000000000000177,2023,0000400260,16117.75,EUR
100,1000,OR00000000000000000178,2024,0000400270,7227.05,EUR
100,1000,OR00000000000000000179,2023,0000400280,4191.38,EUR
100,1000,OR00000000000000000180,2024,0000400290,40084.2,EUR
100,1000,OR00000000000000000181,2023,0000400000,10212.75,EUR
100,1000,OR00000000000000000182,2024,0000400010,12977.71,EUR
100,1000,OR00000000000000000183,2023,0000400020,10059.4,EUR
100,1000,OR00000000000000000184,2024,0000400030,11663.46,EUR
100,1000,OR00000000000000000185,2023,0000400040,39111.14,EUR
100,1000,OR00000000000000000186,2024,0000400050,12294.06,EUR
100,1000,OR00000000000000000187,2023,0000400060,38126.71,EUR
100,1000,OR00000000000000000188,2024,0000400070,9527.21,EUR
100,1000,OR00000000000000000189,2023,0000400080,20731.02,EUR
100,1000,OR00000000000000000190,2024,0000400090,14642.84,EUR
100,1000,OR00000000000000000191,2023,0000400100,21790.88,EUR
100,1000,OR00000000000000000192,2024,0000400110,23037.73,EUR
100,1000,OR00000000000000000193,2023,0000400120,12263.83,EUR
100,1000,OR00000000000000000194,2024,0000400130,38070.07,EUR
100,1000,OR00000000000000000195,2023,0000400140,7208.64,EUR
100,1000,OR00000000000000000196,2024,0000400150,13878.97,EUR
100,1000,OR00000000000000000197,2023,0000400160,20638.57,EUR
100,1000,OR00000000000000000198,2024,0000400170,48288.64,EUR
100,1000,OR00000000000000000199,2023,0000400180,44174.12,EUR
100,1000,OR00000000000000000200,2024,0000400190,35741.0,EUR
100,1000,OR00000000000000000201,2023,0000400200,35226.54,EUR
100,1000,OR00000000000000000202,2024,0000400210,38521.38,EUR
100,1000,OR00000000000000000203,2023,0000400220,43558.43,EUR
100,1000,OR00000000000000000204,2024,0000400230,15327.06,EUR
100,1000,OR00000000000000000205,2023,0000400240,22369.19,EUR
100,1000,OR00000000000000000206,2024,0000400250,27183.88,EUR
100,1000,OR00000000000000000207,2023,0000400260,44279.7,EUR
100,1000,OR00000000000000000208,2024,0000400270,5521.65,EUR
100,1000,OR00000000000000000209,2023,0000400280,30030.95,EUR
100,1000,OR00000000000000000210,2024,0000400290,36480.03,EUR
100,1000,OR00000000000000000211,2023,0000400000,27125.72,EUR
100,1000,OR00000000000000000212,2024,0000400010,18232.8,EUR
100,1000,OR00000000000000000213,2023,0000400020,44878.65,EUR
100,1000,OR00000000000000000214,2024,0000400030,45587.12,EUR
100,1000,OR00000000000000000215,2023,0000400040,22593.41,EUR
100,1000,OR00000000000000000216,2024,0000400050,21348.93,EUR
100,1000,OR00000000000000000217,2023,0000400060,46425.59,EUR
100,1000,OR00000000000000000218,2024,0000400070,11254.39,EUR
100,1000,OR00000000000000000219,2023,0000400080,42994.34,EUR
100,1000,OR00000000000000000220,2024,0000400090,44012.72,EUR
100,1000,OR00000000000000000221,2023,0000400100,14157.3,EUR
100,1000,OR00000000000000000222,2024,0000400110,8380.3,EUR
100,1000,OR00000000000000000223,2023,0000400120,42625.04,EUR
100,1000,OR00000000000000000224,2024,0000400130,31567.26,EUR
100,1000,OR00000000000000000225,2023,0000400140,44570.67,EUR
100,1000,OR00000000000000000226,2024,0000400150,8437.1,EUR
100,1000,OR00000000000000000227,2023,0000400160,15751.74,EUR
100,1000,OR00000000000000000228,2024,0000400170,1568.02,EUR
100,1000,OR00000000000000000229,2023,0000400180,23628.93,EUR
100,1000,OR00000000000000000230,2024,0000400190,48127.1,EUR
100,1000,OR00000000000000000231,2023,0000400200,10540.64,EUR
100,1000,OR00000000000000000232,2024,0000400210,1492.14,EUR
100,1000,OR00000000000000000233,2023,0000400220,29258.36,EUR
100,1000,OR00000000000000000234,2024,0000400230,26605.32,EUR
100,1000,OR00000000000000000235,2023,0000400240,8265.34,EUR
100,1000,OR00000000000000000236,2024,0000400250,40474.31,EUR
100,1000,OR00000000000000000237,2023,0000400260,36770.49,EUR
100,1000,OR00000000000000000238,2024,0000400270,10754.25,EUR
100,1000,OR00000000000000000239,2023,0000400280,14851.21,EUR
100,1000,OR00000000000000000240,2024,0000400290,21667.87,EUR
100,1000,OR00000000000000000241,2023,0000400000,41769.27,EUR
100,1000,OR00000000000000000242,2024,0000400010,1646.74,EUR
100,1000,OR00000000000000000243,2023,0000400020,19332.92,EUR
100,1000,OR00000000000000000244,2024,0000400030,12749.87,EUR
100,1000,OR00000000000000000245,2023,0000400040,16690.33,EUR
100,1000,OR00000000000000000246,2024,0000400050,39144.4,EUR
100,1000,OR00000000000000000247,2023,0000400060,42658.74,EUR
100,1000,OR00000000000000000248,2024,0000400070,22337.91,EUR
100,1000,OR00000000000000000249,2023,0000400080,10460.01,EUR
100,1000,OR00000000000000000250,2024,0000400090,46735.73,EUR
100,1000,OR00000000000000000251,2023,0000400100,15194.33,EUR
100,1000,OR00000000000000000252,2024,0000400110,45362.78,EUR
100,1000,OR00000000000000000253,2023,0000400120,37568.09,EUR
100,1000,OR00000000000000000254,2024,0000400130,11085.86,EUR
100,1000,OR00000000000000000255,2023,0000400140,10490.25,EUR
100,1000,OR00000000000000000256,2024,0000400150,27716.59,EUR
100,1000,OR00000000000000000257,2023,0000400160,43418.87,EUR
100,1000,OR00000000000000000258,2024,0000400170,18170.87,EUR
100,1000,OR00000000000000000259,2023,0000400180,10931.48,EUR
100,1000,OR00000000000000000260,2024,0000400190,28542.19,EUR
100,1000,OR00000000000000000261,2023,0000400200,42724.31,EUR
100,1000,OR00000000000000000262,2024,0000400210,7215.28,EUR
100,1000,OR00000000000000000263,2023,0000400220,3162.43,EUR
100,1000,OR00000000000000000264,2024,0000400230,32817.74,EUR
100,1000,OR00000000000000000265,2023,0000400240,11532.27,EUR
100,1000,OR00000000000000000266,2024,0000400250,13043.45,EUR
100,1000,OR00000000000000000267,2023,0000400260,7986.6,EUR
100,1000,OR00000000000000000268,2024,0000400270,33282.64,EUR
100,1000,OR00000000000000000269,2023,0000400280,13063.19,EUR
100,1000,OR00000000000000000270,2024,0000400290,44036.28,EUR
100,1000,OR00000000000000000271,2023,0000400000,27376.99,EUR
100,1000,OR00000000000000000272,2024,0000400010,1555.42,EUR
100,1000,OR00000000000000000273,2023,0000400020,40474.33,EUR
100,1000,OR00000000000000000274,2024,0000400030,15696.46,EUR
100,1000,OR00000000000000000275,2023,0000400040,18464.04,EUR
100,1000,OR00000000000000000276,2024,0000400050,27276.78,EUR
100,1000,OR00000000000000000277,2023,0000400060,33681.63,EUR
100,1000,OR00000000000000000278,2024,0000400070,42946.26,EUR
100,1000,OR00000000000000000279,2023,0000400080,29558.25,EUR
100,1000,OR00000000000000000280,2024,0000400090,34533.25,EUR
100,1000,OR00000000000000000281,2023,0000400100,10253.74,EUR
100,1000,OR00000000000000000282,2024,0000400110,28776.57,EUR
100,1000,OR00000000000000000283,2023,0000400120,45331.33,EUR
100,1000,OR00000000000000000284,2024,0000400130,7121.55,EUR
100,1000,OR00000000000000000285,2023,0000400140,43693.02,EUR
100,1000,OR00000000000000000286,2024,0000400150,17877.83,EUR
100,1000,OR00000000000000000287,2023,0000400160,28838.21,EUR
100,1000,OR00000000000000000288,2024,0000400170,35388.23,EUR
100,1000,OR00000000000000000289,2023,0000400180,17217.35,EUR
100,1000,OR00000000000000000290,2024,0000400190,48936.55,EUR
100,1000,OR00000000000000000291,2023,0000400200,25092.41,EUR
100,1000,OR00000000000000000292,2024,0000400210,37350.3,EUR
100,1000,OR00000000000000000293,2023,0000400220,20058.43,EUR
100,1000,OR00000000000000000294,2024,0000400230,29622.75,EUR
100,1000,OR00000000000000000295,2023,0000400240,49504.45,EUR
100,1000,OR00000000000000000296,2024,0000400250,45988.55,EUR
100,1000,OR00000000000000000297,2023,0000400260,24889.16,EUR
100,1000,OR00000000000000000298,2024,0000400270,3688.28,EUR
100,1000,OR00000000000000000299,2023,0000400280,9144.21,EUR
100,1000,OR00000000000000000300,2024,0000400290,34112.73,EUR
100,1000,OR00000000000000000301,2023,0000400000,7199.98,EUR
100,1000,OR00000000000000000302,2024,0000400010,9594.73,EUR
100,1000,OR00000000000000000303,2023,0000400020,1141.35,EUR
100,1000,OR00000000000000000304,2024,0000400030,42823.61,EUR
100,1000,OR00000000000000000305,2023,0000400040,39454.96,EUR
100,1000,OR00000000000000000306,2024,0000400050,28626.17,EUR
100,1000,OR00000000000000000307,2023,0000400060,20228.3,EUR
100,1000,OR00000000000000000308,2024,0000400070,39125.99,EUR
100,1000,OR00000000000000000309,2023,0000400080,38297.99,EUR
100,1000,OR00000000000000000310,2024,0000400090,38019.19,EUR
100,1000,OR00000000000000000311,2023,0000400100,24401.07,EUR
100,1000,OR00000000000000000312,2024,0000400110,45980.96,EUR
100,1000,OR00000000000000000313,2023,0000400120,48254.2,EUR
100,1000,OR00000000000000000314,2024,0000400130,31031.63,EUR
100,1000,OR00000000000000000315,2023,0000400140,3389.01,EUR
100,1000,OR00000000000000000316,2024,0000400150,21666.02,EUR
100,1000,OR00000000000000000317,2023,0000400160,16991.66,EUR
100,1000,OR00000000000000000318,2024,0000400170,11157.74,EUR
100,1000,OR00000000000000000319,2023,0000400180,46722.26,EUR
100,1000,OR00000000000000000320,2024,0000400190,18307.79,EUR
100,1000,OR00000000000000000321,2023,0000400200,18660.27,EUR
100,1000,OR00000000000000000322,2024,0000400210,47669.8,EUR
100,1000,OR00000000000000000323,2023,0000400220,45483.51,EUR
100,1000,OR00000000000000000324,2024,0000400230,14433.12,EUR
100,1000,OR00000000000000000325,2023,0000400240,14284.16,EUR
100,1000,OR00000000000000000326,2024,0000400250,6964.35,EUR
100,1000,OR00000000000000000327,2023,0000400260,42018.31,EUR
100,1000,OR00000000000000000328,2024,0000400270,37559.7,EUR
100,1000,OR00000000000000000329,2023,0000400280,24496.48,EUR
100,1000,OR00000000000000000330,2024,0000400290,7485.51,EUR
100,1000,OR00000000000000000331,2023,0000400000,21179.51,EUR
100,1000,OR00000000000000000332,2024,0000400010,26762.9,EUR
100,1000,OR00000000000000000333,2023,0000400020,35853.85,EUR
100,1000,OR00000000000000000334,2024,0000400030,33816.0,EUR
100,1000,OR00000000000000000335,2023,0000400040,8559.72,EUR
100,1000,OR00000000000000000336,2024,0000400050,47074.31,EUR
100,1000,OR00000000000000000337,2023,0000400060,38354.44,EUR
100,1000,OR00000000000000000338,2024,0000400070,10855.64,EUR
100,1000,OR00000000000000000339,2023,0000400080,33032.81,EUR
100,1000,OR00000000000000000340,2024,0000400090,24837.45,EUR
100,1000,OR00000000000000000341,2023,0000400100,14739.33,EUR
100,1000,OR00000000000000000342,2024,0000400110,12622.64,EUR
100,1000,OR00000000000000000343,2023,0000400120,38174.17,EUR
100,1000,OR00000000000000000344,2024,0000400130,44447.88,EUR
100,1000,OR00000000000000000345,2023,0000400140,19311.1,EUR
100,1000,OR00000000000000000346,2024,0000400150,8440.24,EUR
100,1000,OR00000000000000000347,2023,0000400160,39040.69,EUR
100,1000,OR00000000000000000348,2024,0000400170,12637.5,EUR
100,1000,OR00000000000000000349,2023,0000400180,38298.72,EUR
100,1000,OR00000000000000000350,2024,0000400190,10068.97,EUR
100,1000,OR00000000000000000351,2023,0000400200,34374.93,EUR
100,1000,OR00000000000000000352,2024,0000400210,23406.31,EUR
100,1000,OR00000000000000000353,2023,0000400220,6334.71,EUR
100,1000,OR00000000000000000354,2024,0000400230,36752.59,EUR
100,1000,OR00000000000000000355,2023,0000400240,31898.3,EUR
100,1000,OR00000000000000000356,2024,0000400250,36817.47,EUR
100,1000,OR00000000000000000357,2023,0000400260,33512.1,EUR
100,1000,OR00000000000000000358,2024,0000400270,47462.71,EUR
100,1000,OR00000000000000000359,2023,0000400280,10317.08,EUR
100,1000,OR00000000000000000360,2024,0000400290,6996.8,EUR
100,1000,OR00000000000000000361,2023,0000400000,1938.84,EUR
100,1000,OR00000000000000000362,2024,0000400010,36709.15,EUR
100,1000,OR00000000000000000363,2023,0000400020,48521.57,EUR
100,1000,OR00000000000000000364,2024,0000400030,14168.24,EUR
100,1000,OR00000000000000000365,2023,0000400040,16272.18,EUR
100,1000,OR00000000000000000366,2024,0000400050,5015.07,EUR
100,1000,OR00000000000000000367,2023,0000400060,31123.24,EUR
100,1000,OR00000000000000000368,2024,0000400070,34332.97,EUR
100,1000,OR00000000000000000369,2023,0000400080,20045.36,EUR
100,1000,OR00000000000000000370,2024,0000400090,18396.9,EUR
100,1000,OR00000000000000000371,2023,0000400100,31711.23,EUR
100,1000,OR00000000000000000372,2024,0000400110,14742.09,EUR
100,1000,OR00000000000000000373,2023,0000400120,26973.71,EUR
100,1000,OR00000000000000000374,2024,0000400130,39014.25,EUR
100,1000,OR00000000000000000375,2023,0000400140,23223.18,EUR
100,1000,OR00000000000000000376,2024,0000400150,39045.43,EUR
100,1000,OR00000000000000000377,2023,0000400160,20402.45,EUR
100,1000,OR00000000000000000378,2024,0000400170,45591.91,EUR
100,1000,OR00000000000000000379,2023,0000400180,46867.71,EUR
100,1000,OR00000000000000000380,2024,0000400190,43594.33,EUR
100,1000,OR00000000000000000381,2023,0000400200,2567.88,EUR
100,1000,OR00000000000000000382,2024,0000400210,5944.12,EUR
100,1000,OR00000000000000000383,2023,0000400220,40942.22,EUR
100,1000,OR00000000000000000384,2024,0000400230,42134.54,EUR
100,1000,OR00000000000000000385,2023,0000400240,15481.24,EUR
100,1000,OR00000000000000000386,2024,0000400250,12122.52,EUR
100,1000,OR00000000000000000387,2023,0000400260,28690.08,EUR
100,1000,OR00000000000000000388,2024,0000400270,11686.39,EUR
100,1000,OR00000000000000000389,2023,0000400280,29839.8,EUR
100,1000,OR00000000000000000390,2024,0000400290,47868.83,EUR
100,1000,OR00000000000000000391,2023,0000400000,11755.18,EUR
100,1000,OR00000000000000000392,2024,0000400010,7508.12,EUR
100,1000,OR00000000000000000393,2023,0000400020,26960.25,EUR
100,1000,OR00000000000000000394,2024,0000400030,43919.24,EUR
100,1000,OR00000000000000000395,2023,0000400040,43014.27,EUR
100,1000,OR00000000000000000396,2024,0000400050,33470.6,EUR
100,1000,OR00000000000000000397,2023,0000400060,28840.33,EUR
100,1000,OR00000000000000000398,2024,0000400070,35914.63,EUR
100,1000,OR00000000000000000399,2023,0000400080,29094.7,EUR
100,1000,OR00000000000000000400,2024,0000400090,33601.97,EUR
100,1000,OR00000000000000000401,2023,0000400100,9490.99,EUR
100,1000,OR00000000000000000402,2024,0000400110,35997.31,EUR
100,1000,OR00000000000000000403,2023,0000400120,39525.0,EUR
100,1000,OR00000000000000000404,2024,0000400130,31521.02,EUR
100,1000,OR00000000000000000405,2023,0000400140,21794.51,EUR
100,1000,OR00000000000000000406,2024,0000400150,38415.88,EUR
100,1000,OR00000000000000000407,2023,0000400160,12260.84,EUR
100,1000,OR00000000000000000408,2024,0000400170,31858.7,EUR
100,1000,OR00000000000000000409,2023,0000400180,18834.42,EUR
100,1000,OR00000000000000000410,2024,0000400190,7249.72,EUR
100,1000,OR00000000000000000411,2023,0000400200,22334.13,EUR
100,1000,OR00000000000000000412,2024,0000400210,15548.84,EUR
100,1000,OR00000000000000000413,2023,0000400220,37715.83,EUR
100,1000,OR00000000000000000414,2024,0000400230,44917.84,EUR
100,1000,OR00000000000000000415,2023,0000400240,40425.4,EUR
100,1000,OR00000000000000000416,2024,0000400250,49559.03,EUR
100,1000,OR00000000000000000417,2023,0000400260,22292.74,EUR
100,1000,OR00000000000000000418,2024,0000400270,22535.17,EUR
100,1000,OR00000000000000000419,2023,0000400280,40048.81,EUR
100,1000,OR00000000000000000420,2024,0000400290,29499.94,EUR
100,1000,OR00000000000000000421,2023,0000400000,44127.94,EUR
100,1000,OR00000000000000000422,2024,0000400010,11237.79,EUR
100,1000,OR00000000000000000423,2023,0000400020,31082.32,EUR
100,1000,OR00000000000000000424,2024,0000400030,48008.44,EUR
100,1000,OR00000000000000000425,2023,0000400040,9137.86,EUR
100,1000,OR00000000000000000426,2024,0000400050,25753.82,EUR
100,1000,OR00000000000000000427,2023,0000400060,19606.9,EUR
100,1000,OR00000000000000000428,2024,0000400070,11501.17,EUR
100,1000,OR00000000000000000429,2023,0000400080,11844.91,EUR
100,1000,OR00000000000000000430,2024,0000400090,4260.42,EUR
100,1000,OR00000000000000000431,2023,0000400100,10379.02,EUR
100,1000,OR00000000000000000432,2024,0000400110,6205.73,EUR
100,1000,OR00000000000000000433,2023,0000400120,11255.88,EUR
100,1000,OR00000000000000000434,2024,0000400130,1932.92,EUR
100,1000,OR00000000000000000435,2023,0000400140,29360.17,EUR
